tattoo,primary,primary_year,SG_id,zone,Sett_Clean,x,y,n_loc_obs,entry_group
J028,24,1999,12,1,TOP,381795,200962,2,1
J028,25,2000,12,1,SAPLING,381716,201013,1,1
J028,26,2001,12,1,TOP,381795,200962,1,1
J029,23,1998,12,1,TOP,381795,200962,3,1
J029,24,1999,12,1,TOP,381795,200962,3,1
J029,25,2000,12,1,TOP,381795,200962,2,1
J029,26,2001,12,1,TOP,381795,200962,1,1
J030,23,1998,11,1,YEW,381619,201268,1,1
J031,23,1998,3,1,CHESNUT,380834,201150,2,1
J031,24,1999,2,1,LARCH,380541,201242,2,1
J032,23,1998,3,1,CHESNUT,380834,201150,1,1
J033,23,1998,3,1,CHESNUT,380834,201150,2,1
J033,24,1999,2,1,LARCH,380541,201242,1,1
J033,25,2000,2,1,BOX,380621,201409,1,1
J034,23,1998,3,1,CHESNUT,380834,201150,3,1
J034,24,1999,3,1,CHESNUT,380834,201150,3,1
J034,25,2000,3,1,BEECH,380931,201164,1,1
J034,26,2001,3,1,MANSION,380901,201150,1,1
J034,27,2002,3,1,BEECH,380931,201164,1,1
J035,23,1998,3,1,CHESNUT,380834,201150,2,1
J035,24,1999,3,1,BEECH,380931,201164,1,1
J035,25,2000,3,1,CHESNUT,380834,201150,1,1
J035,26,2001,3,1,BEECH,380931,201164,1,1
J035,27,2002,3,1,MANSION,380901,201150,1,1
J035,28,2003,3,1,CHESNUT,380834,201150,1,1
J036,23,1998,15,1,WYCHELM,382074,201085,2,1
J036,24,1999,15,1,WYCHELM,382074,201085,1,1
J038,23,1998,15,1,PONTINS,382122,200921,1,1
J039,23,1998,16,1,WOODRUSH,382713,200607,2,1
J039,24,1999,16,1,FORK,382786,200771,2,1
J039,25,2000,16,1,FORK,382786,200771,2,1
J039,26,2001,16,1,FORK,382786,200771,1,1
J040,23,1998,16,1,WOODRUSH,382713,200607,3,1
J040,24,1999,16,1,WOODRUSH,382713,200607,2,1
J040,25,2000,16,1,FORK,382786,200771,2,1
J040,26,2001,16,1,WOODRUSH,382713,200607,2,1
J041,23,1998,16,1,PEGLARS,382355,200596,1,1
J041,24,1999,16,1,PEGLARS,382355,200596,3,1
J041,25,2000,16,1,PEGLARS,382355,200596,2,1
J042,23,1998,16,1,WOODRUSH,382713,200607,3,1
J042,24,1999,16,1,WOODRUSH,382713,200607,2,1
J042,25,2000,16,1,WOODRUSH,382713,200607,2,1
J042,26,2001,16,1,WOODRUSH,382713,200607,2,1
J043,23,1998,15,1,PONTINS,382122,200921,1,1
J044,23,1998,16,1,PEGLARS,382355,200596,2,1
J044,25,2000,16,1,PEGLARS,382355,200596,1,1
J044,28,2003,16,1,PEGLARS,382355,200596,2,1
J045,23,1998,12,1,TOP,381795,200962,1,1
J046,23,1998,15,1,WYCHELM,382074,201085,2,1
J047,23,1998,3,1,CHESNUT,380834,201150,1,1
J048,23,1998,3,1,CHESNUT,380834,201150,2,1
J049,23,1998,8,1,HONEYWELL,381931,201706,2,1
J049,24,1999,14,1,OLDCOLEPARK,382142,201424,2,1
J050,23,1998,6,1,FOX,381016,201635,1,1
J050,24,1999,7,1,BULLPEN,381230,201693,1,1
J050,25,2000,3,1,BEECH,380931,201164,1,1
J051,23,1998,14,1,COLEPARK,382049,201493,2,1
J051,24,1999,14,1,COLEPARK,382049,201493,2,1
J051,25,2000,7,1,BREAKHEART,381370,201620,2,1
J052,23,1998,6,1,RABBIT,380856,201662,2,1
J053,23,1998,6,1,RABBIT,380856,201662,2,1
J053,24,1999,6,1,FOX,381016,201635,1,1
J053,25,2000,7,1,BULLPEN,381230,201693,2,1
J053,26,2001,7,1,BOXWOOD,381241,201774,2,1
J053,27,2002,7,1,BOXWOOD,381241,201774,1,1
J054,23,1998,18,1,NETTLE,383024,201142,2,1
J054,24,1999,18,1,NETTLE,383024,201142,2,1
J054,26,2001,18,1,LINSEED,383011,201367,1,1
J054,29,2004,17,1,TOPOAK,382616,201525,1,1
J054,30,2005,18,1,NETTLE,383024,201142,1,1
J054,33,2008,18,1,HOLLOWTREE,382930,201326,1,1
J055,23,1998,19,1,DAM,383126,200958,1,1
J055,24,1999,18,1,HOLLOWTREE,382930,201326,1,1
J055,25,2000,18,1,NETTLE,383024,201142,1,1
J056,23,1998,18,1,NETTLE,383024,201142,1,1
J056,24,1999,18,1,HOLLOWTREE,382930,201326,1,1
J056,25,2000,19,1,DAM,383126,200958,1,1
J056,26,2001,19,1,DAM,383126,200958,1,1
J056,27,2002,18,1,LINSEED,383011,201367,1,1
J056,28,2003,18,1,HOLLOWTREE,382930,201326,1,1
J056,29,2004,18,1,NETTLE,383024,201142,1,1
J057,23,1998,999,2,INCHBROOK,384013,200739,1,1
J058,23,1998,20,1,PARKMILL,383730,200924,2,1
J058,24,1999,20,1,PARKMILL,383730,200924,2,1
J058,25,2000,20,1,PARKMILL,383730,200924,2,1
J058,26,2001,20,1,PARKMILL,383730,200924,1,1
J058,27,2002,20,1,PARKMILL,383730,200924,1,1
J058,28,2003,20,1,PARKMILL,383730,200924,1,1
J058,29,2004,20,1,PARKMILL,383730,200924,1,1
J058,30,2005,20,1,SCOTLANDBANK,383412,200931,1,1
J059,23,1998,20,1,PARKMILL,383730,200924,1,1
J060,23,1998,20,1,PARKMILL,383730,200924,2,1
J060,24,1999,20,1,PARKMILL,383730,200924,1,1
J060,28,2003,20,1,PARKMILL,383730,200924,1,1
J060,29,2004,20,1,PARKMILL,383730,200924,1,1
J061,23,1998,20,1,PARKMILL,383730,200924,1,1
J062,23,1998,6,1,RABBIT,380856,201662,2,1
J062,24,1999,6,1,CEDAR,381022,201589,1,1
J062,25,2000,6,1,CEDAR,381022,201589,1,1
J062,26,2001,6,1,RABBIT,380856,201662,1,1
J063,23,1998,6,1,RABBIT,380856,201662,3,1
J063,24,1999,6,1,CEDAR,381022,201589,2,1
J063,25,2000,2,1,BOX,380621,201409,1,1
J063,26,2001,6,1,CEDAR,381022,201589,1,1
J063,27,2002,7,1,BOXWOOD,381241,201774,1,1
J063,28,2003,7,1,BOXWOOD,381241,201774,2,1
J064,23,1998,6,1,FOX,381016,201635,1,1
J064,24,1999,6,1,SYCAMORE,381103,201676,1,1
J065,23,1998,22,1,WOODFARM,383337,200429,3,1
J065,24,1999,22,1,WOODFARM,383337,200429,2,1
J066,23,1998,22,1,WOODFARM,383337,200429,3,1
J066,24,1999,22,1,WOODFARM,383337,200429,3,1
J066,25,2000,22,1,WOODFARM,383337,200429,1,1
J067,23,1998,999,2,WINDSOREDGE,383635,200531,1,1
J067,24,1999,999,2,WINDSOREDGE,383635,200531,1,1
J067,25,2000,999,2,WINDSOREDGE,383635,200531,1,1
J068,23,1998,18,1,QUARRY,383188,201092,1,1
J068,24,1999,18,1,HOLLOWTREE,382930,201326,1,1
J068,25,2000,19,1,DAM,383126,200958,2,1
J068,26,2001,18,1,NETTLE,383024,201142,2,1
J068,27,2002,18,1,NETTLE,383024,201142,1,1
J069,23,1998,17,1,OLDOAK,382624,201274,1,1
J069,24,1999,17,1,OLDOAK,382624,201274,1,1
J069,25,2000,17,1,TOPOAK,382616,201525,1,1
J069,26,2001,17,1,OLDOAK,382624,201274,2,1
J069,27,2002,17,1,XMASTREE,382680,201174,1,1
J070,23,1998,6,1,FOX,381016,201635,1,1
J070,24,1999,6,1,CEDAR,381022,201589,2,1
J070,25,2000,6,1,RABBIT,380856,201662,1,1
J070,26,2001,7,1,BOXWOOD,381241,201774,2,1
J070,27,2002,8,1,HONEYWELL,381931,201706,1,1
J071,23,1998,22,1,WOODFARM,383337,200429,2,1
J071,24,1999,22,1,WOODFARM,383337,200429,3,1
J071,25,2000,22,1,WOODFARM,383337,200429,1,1
J071,26,2001,999,2,HOPPER,383666,200473,1,1
J071,27,2002,999,2,WINDSOREDGE,383635,200531,2,1
J072,23,1998,8,1,HONEYWELL,381931,201706,1,1
J072,24,1999,8,1,HONEYWELL,381931,201706,1,1
J073,23,1998,5,1,JACKSMIREY,380678,200030,2,1
J074,23,1998,2,1,BOX,380621,201409,1,1
J074,24,1999,2,1,LARCH,380541,201242,2,1
J075,23,1998,1,1,WEST,380190,201400,1,1
J075,24,1999,1,1,WEST,380190,201400,2,1
J076,23,1998,4,1,MEAD,380390,200637,1,1
J076,24,1999,4,1,ARTHURS,380534,200550,1,1
J077,23,1998,4,1,JUNCTION,380841,200432,2,1
J077,24,1999,4,1,JUNCTION,380841,200432,3,1
J078,23,1998,2,1,BOX,380621,201409,1,1
J078,24,1999,2,1,BOX,380621,201409,2,1
J078,26,2001,2,1,LARCH,380541,201242,1,1
J079,23,1998,999,2,FIELDFARM,380936,199687,1,1
J079,24,1999,999,2,FIELDFARM,380936,199687,3,1
J079,25,2000,999,2,FIELDFARM,380936,199687,1,1
J079,27,2002,999,2,FIELDFARM,380936,199687,3,1
J080,23,1998,2,1,LARCH,380541,201242,2,1
J080,24,1999,1,1,WEST,380190,201400,2,1
J080,25,2000,1,1,WEST,380190,201400,1,1
J080,26,2001,999,2,BENCH,380417,201488,2,1
J080,27,2002,999,2,BENCH,380417,201488,3,1
J081,23,1998,999,2,FIELDFARM,380936,199687,2,1
J081,24,1999,999,2,FIELDFARM,380936,199687,1,1
J082,23,1998,16,1,WOODRUSH,382713,200607,1,1
J082,24,1999,16,1,FORK,382786,200771,2,1
J083,23,1998,21,1,COLLIERSWOOD,382931,200706,2,1
J083,24,1999,21,1,COLLIERSWOOD,382931,200706,3,1
J083,25,2000,21,1,COLLIERSWOOD,382931,200706,2,1
J083,26,2001,21,1,COLLIERSWOOD,382931,200706,3,1
J083,28,2003,21,1,COLLIERSWOOD,382931,200706,2,1
J083,29,2004,21,1,COLLIERSWOOD,382931,200706,1,1
J084,23,1998,16,1,PEGLARS,382355,200596,1,1
J084,24,1999,16,1,PEGLARS,382355,200596,2,1
J085,23,1998,15,1,PONTINS,382122,200921,1,1
J085,24,1999,15,1,BOG,382099,200773,1,1
J085,25,2000,15,1,BOG,382099,200773,1,1
J085,26,2001,15,1,BOG,382099,200773,1,1
J086,23,1998,15,1,WYCHELM,382074,201085,2,1
J087,23,1998,3,1,BEECH,380931,201164,1,1
J087,24,1999,3,1,BEECH,380931,201164,1,1
J087,25,2000,2,1,NEWFENCE,380635,201191,1,1
J087,27,2002,3,1,BEECH,380931,201164,1,1
J087,28,2003,3,1,CHESNUT,380834,201150,1,1
J087,29,2004,3,1,CHESNUT,380834,201150,1,1
J087,30,2005,3,1,CHESNUT,380834,201150,1,1
J088,23,1998,3,1,BEECH,380931,201164,1,1
J088,24,1999,3,1,BEECH,380931,201164,3,1
J088,25,2000,3,1,BEECH,380931,201164,1,1
J089,23,1998,11,1,TAXUS,381737,201220,1,1
J090,23,1998,20,1,PARKMILL,383730,200924,2,1
J090,24,1999,20,1,PARKMILL,383730,200924,3,1
J090,25,2000,20,1,PARKMILL,383730,200924,3,1
J090,26,2001,20,1,SCOTLANDBANK,383412,200931,2,1
J091,23,1998,999,2,INCHBROOK,384013,200739,1,1
J091,24,1999,999,2,INCHBROOK,384013,200739,2,1
J091,25,2000,999,2,INCHBROOK,384013,200739,1,1
J091,27,2002,999,2,INCHBROOK,384013,200739,1,1
J091,28,2003,999,2,INCHBROOK,384013,200739,1,1
J091,31,2006,999,2,INCHBROOK,384013,200739,1,1
J092,23,1998,20,1,PARKMILL,383730,200924,1,1
J092,24,1999,20,1,PARKMILL,383730,200924,1,1
J093,23,1998,4,1,ARTHURS,380534,200550,1,1
J093,24,1999,4,1,TIP,380475,200580,1,1
J093,29,2004,1,1,WEST,380190,201400,1,1
J093,30,2005,1,1,WEST,380190,201400,1,1
J094,23,1998,4,1,ARTHURS,380534,200550,1,1
J094,24,1999,4,1,MEAD,380390,200637,1,1
J094,25,2000,3,1,CHESNUT,380834,201150,1,1
J095,23,1998,4,1,ARTHURS,380534,200550,1,1
J095,24,1999,4,1,ARTHURS,380534,200550,1,1
J096,23,1998,1,1,BUCKHOLT,379874,201435,1,2
J099,23,1998,21,1,COLLIERSWOOD,382931,200706,1,1
J099,24,1999,21,1,COLLIERSWOOD,382931,200706,2,1
J099,25,2000,21,1,COLLIERSWOOD,382931,200706,2,1
J099,26,2001,21,1,COLLIERSWOOD,382931,200706,1,1
J100,23,1998,18,1,NETTLE,383024,201142,1,1
K001,12,1987,999,2,HEDGE,381350,200278,1,2
K002,12,1987,4,1,THISTLEWOODBANK,381109,200408,2,1
K002,13,1988,4,1,JUNCTION,380841,200432,2,1
K002,14,1989,4,1,JUNCTION,380841,200432,1,1
K002,15,1990,4,1,JUNCTION,380841,200432,1,1
K002,16,1991,4,1,THISTLEWOODBANK,381109,200408,1,1
K002,17,1992,4,1,JUNCTION,380841,200432,1,1
K002,18,1993,4,1,THISTLEWOODBANK,381109,200408,1,1
K002,19,1994,4,1,THISTLEWOODBANK,381109,200408,3,1
K002,20,1995,4,1,THISTLEWOODBANK,381109,200408,2,1
K002,21,1996,4,1,THISTLEWOODBANK,381109,200408,2,1
K002,22,1997,4,1,THISTLEWOODBANK,381109,200408,1,1
K002,23,1998,4,1,THISTLEWOODBANK,381109,200408,1,1
K003,12,1987,1,1,WEST,380190,201400,3,1
K004,12,1987,11,1,YEW,381619,201268,3,1
K004,13,1988,11,1,YEW,381619,201268,2,1
K004,14,1989,4,1,THISTLEWOODBANK,381109,200408,1,1
K004,15,1990,11,1,TAXUS,381737,201220,1,1
K004,16,1991,11,1,TAXUS,381737,201220,2,1
K004,17,1992,11,1,YEW,381619,201268,1,1
K004,18,1993,11,1,YEW,381619,201268,1,1
K004,19,1994,11,1,YEW,381619,201268,2,1
K005,12,1987,11,1,YEW,381619,201268,2,1
K005,13,1988,11,1,YEW,381619,201268,3,1
K005,14,1989,11,1,TAXUS,381737,201220,2,1
K005,15,1990,11,1,TAXUS,381737,201220,2,1
K005,16,1991,11,1,TAXUS,381737,201220,2,1
K005,17,1992,11,1,TAXUS,381737,201220,1,1
K005,18,1993,11,1,TAXUS,381737,201220,1,1
K005,19,1994,13,1,CHERRIES,381841,201313,2,1
K005,20,1995,11,1,TAXUS,381737,201220,1,1
K006,12,1987,1,1,WEST,380190,201400,1,1
K006,13,1988,1,1,WEST,380190,201400,1,1
K007,12,1987,16,1,PEGLARS,382355,200596,2,1
K007,13,1988,16,1,PEGLARS,382355,200596,3,1
K007,14,1989,16,1,PEGLARS,382355,200596,1,1
K007,15,1990,16,1,PEGLARS,382355,200596,2,1
K007,16,1991,16,1,PEGLARS,382355,200596,1,1
K007,17,1992,16,1,PEGLARS,382355,200596,3,1
K007,18,1993,16,1,PEGLARS,382355,200596,3,1
K007,19,1994,16,1,PEGLARS,382355,200596,2,1
K007,20,1995,16,1,PEGLARS,382355,200596,1,1
K008,12,1987,16,1,PEGLARS,382355,200596,1,1
K009,12,1987,11,1,YEW,381619,201268,3,1
K009,13,1988,11,1,YEW,381619,201268,1,1
K010,12,1987,4,1,ARTHURS,380534,200550,1,1
K011,12,1987,999,2,HEDGE,381350,200278,3,1
K011,13,1988,999,2,HEDGE,381350,200278,1,1
K011,14,1989,999,2,HEDGE,381350,200278,2,1
K011,15,1990,999,2,HEDGE,381350,200278,1,1
K012,12,1987,9,1,LAURELS,381180,201357,2,1
K012,13,1988,9,1,LAURELS,381180,201357,3,1
K012,14,1989,9,1,LAURELS,381180,201357,2,1
K013,12,1987,4,1,ARTHURS,380534,200550,2,1
K014,12,1987,4,1,ARTHURS,380534,200550,1,1
K015,12,1987,1,1,WEST,380190,201400,3,1
K015,13,1988,1,1,WEST,380190,201400,1,1
K016,12,1987,1,1,WEST,380190,201400,3,1
K016,13,1988,1,1,WEST,380190,201400,1,1
K017,12,1987,11,1,TAXUS,381737,201220,1,1
K017,13,1988,11,1,YEW,381619,201268,3,1
K017,14,1989,11,1,YEW,381619,201268,3,1
K017,15,1990,11,1,TAXUS,381737,201220,1,1
K017,16,1991,11,1,YEW,381619,201268,1,1
K017,17,1992,11,1,TAXUS,381737,201220,1,1
K017,18,1993,11,1,TAXUS,381737,201220,3,1
K017,19,1994,11,1,YEW,381619,201268,2,1
K018,12,1987,4,1,OPEN,380812,200417,1,1
K019,12,1987,2,1,BOX,380621,201409,1,1
K019,13,1988,2,1,BOX,380621,201409,1,1
K019,14,1989,2,1,LARCH,380541,201242,2,1
K019,16,1991,2,1,LARCH,380541,201242,1,1
K019,18,1993,2,1,BOX,380621,201409,1,1
K020,12,1987,2,1,LARCH,380541,201242,3,1
K020,13,1988,2,1,LARCH,380541,201242,3,1
K020,14,1989,2,1,LARCH,380541,201242,3,1
K020,17,1992,2,1,LARCH,380541,201242,1,1
K021,12,1987,1,1,WEST,380190,201400,1,1
K021,13,1988,1,1,WEST,380190,201400,1,1
K022,12,1987,11,1,TAXUS,381737,201220,1,1
K023,12,1987,11,1,TAXUS,381737,201220,1,1
K023,13,1988,11,1,YEW,381619,201268,3,1
K024,12,1987,999,2,FIELDFARM,380936,199687,2,1
K024,13,1988,999,2,FIELDFARM,380936,199687,2,1
K025,12,1987,4,1,ARTHURS,380534,200550,1,1
K026,12,1987,4,1,OPEN,380812,200417,2,1
K027,12,1987,11,1,TAXUS,381737,201220,1,1
K028,12,1987,1,1,WEST,380190,201400,3,1
K029,12,1987,20,1,PARKMILL,383730,200924,1,1
K030,12,1987,14,1,COLEPARK,382049,201493,1,1
K030,13,1988,14,1,COLEPARK,382049,201493,1,1
K031,12,1987,14,1,COLEPARK,382049,201493,1,1
K032,12,1987,20,1,PARKMILL,383730,200924,2,1
K032,13,1988,20,1,PARKMILL,383730,200924,2,1
K032,14,1989,20,1,PARKMILL,383730,200924,2,1
K032,15,1990,20,1,PARKMILL,383730,200924,1,1
K032,16,1991,20,1,PARKMILL,383730,200924,1,1
K032,18,1993,20,1,PARKMILL,383730,200924,1,1
K032,19,1994,20,1,PARKMILL,383730,200924,1,1
K032,20,1995,20,1,PARKMILL,383730,200924,1,1
K032,21,1996,20,1,PARKMILL,383730,200924,1,1
K032,22,1997,20,1,PARKMILL,383730,200924,1,1
K032,23,1998,20,1,PARKMILL,383730,200924,1,1
K033,12,1987,20,1,PARKMILL,383730,200924,2,1
K033,13,1988,20,1,PARKMILL,383730,200924,1,1
K033,14,1989,20,1,PARKMILL,383730,200924,2,1
K033,15,1990,20,1,PARKMILL,383730,200924,1,1
K033,16,1991,20,1,PARKMILL,383730,200924,1,1
K033,19,1994,20,1,PARKMILL,383730,200924,1,1
K033,20,1995,20,1,PARKMILL,383730,200924,1,1
K033,21,1996,20,1,PARKMILL,383730,200924,1,1
K033,22,1997,20,1,PARKMILL,383730,200924,1,1
K033,23,1998,20,1,PARKMILL,383730,200924,1,1
K034,12,1987,17,1,OLDOAK,382624,201274,1,1
K035,12,1987,17,1,OLDOAK,382624,201274,1,1
K036,12,1987,20,1,PARKMILL,383730,200924,1,1
K037,12,1987,20,1,PARKMILL,383730,200924,2,1
K037,13,1988,20,1,PARKMILL,383730,200924,4,1
K037,14,1989,20,1,PARKMILL,383730,200924,2,1
K037,15,1990,20,1,PARKMILL,383730,200924,1,1
K037,17,1992,20,1,PARKMILL,383730,200924,1,1
K037,18,1993,20,1,PARKMILL,383730,200924,1,1
K038,12,1987,18,1,NETTLE,383024,201142,2,1
K038,13,1988,18,1,NETTLE,383024,201142,4,1
K038,14,1989,17,1,OLDOAK,382624,201274,1,1
K038,15,1990,17,1,OLDOAK,382624,201274,2,1
K038,16,1991,17,1,WOODMANS,382542,201397,1,1
K038,17,1992,17,1,WOODMANS,382542,201397,1,1
K039,12,1987,999,2,BAMBOO,383699,201850,2,1
K039,13,1988,999,2,BAMBOO,383699,201850,2,1
K039,15,1990,999,2,BAMBOO,383699,201850,1,1
K039,17,1992,999,2,LISTERS,383444,201738,1,1
K040,12,1987,999,2,BAMBOO,383699,201850,1,1
K040,16,1991,999,2,BAMBOO,383699,201850,1,1
K041,12,1987,999,2,ATCOMBEWEST,383375,201417,2,1
K041,13,1988,999,2,ATCOMBEWEST,383375,201417,3,1
K041,14,1989,17,1,OLDOAK,382624,201274,1,1
K042,12,1987,999,2,ATCOMBECORNER,383696,201502,1,1
K042,13,1988,999,2,ATCOMBECORNER,383696,201502,2,1
K042,17,1992,999,2,ATCOMBECORNER,383696,201502,1,1
K042,19,1994,999,2,ATCOMBECORNER,383696,201502,1,1
K043,12,1987,999,2,ATCOMBEWEST,383375,201417,2,1
K043,13,1988,999,2,ATCOMBEWEST,383375,201417,2,1
K043,14,1989,999,2,ATCOMBEWEST,383375,201417,3,1
K043,15,1990,999,2,ATCOMBEWEST,383375,201417,1,1
K043,16,1991,16,1,WALL,382201,200574,1,1
K043,18,1993,999,2,ATCOMBEWEST,383375,201417,2,1
K044,12,1987,999,2,ATCOMBECORNER,383696,201502,1,1
K044,13,1988,999,2,ATCOMBECORNER,383696,201502,2,1
K044,18,1993,999,2,ATCOMBECORNER,383696,201502,1,1
K045,12,1987,999,2,ATCOMBECORNER,383696,201502,1,2
K046,12,1987,999,2,LISTERS,383444,201738,2,1
K046,16,1991,999,2,LISTERS,383444,201738,1,1
K046,17,1992,999,2,LISTERS,383444,201738,2,1
K047,12,1987,999,2,LISTERS,383444,201738,1,1
K048,12,1987,999,2,BAMBOO,383699,201850,2,1
K048,13,1988,999,2,BAMBOO,383699,201850,2,1
K048,15,1990,999,2,DINGLE,383237,202222,1,1
K049,12,1987,999,2,ATCOMBECORNER,383696,201502,1,2
K049,13,1988,999,2,ATCOMBECORNER,383696,201502,1,2
K050,12,1987,999,2,ATCOMBEWEST,383375,201417,2,1
K050,13,1988,999,2,ATCOMBEWEST,383375,201417,4,1
K050,14,1989,17,1,OLDOAK,382624,201274,1,1
K050,15,1990,18,1,NETTLE,383024,201142,2,1
K051,12,1987,999,2,LISTERS,383444,201738,1,1
K051,13,1988,999,2,LISTERS,383444,201738,1,1
K051,14,1989,999,2,LISTERS,383444,201738,1,1
K051,16,1991,999,2,LISTERS,383444,201738,1,1
K051,17,1992,999,2,LISTERS,383444,201738,2,1
K051,24,1999,999,2,LISTERS,383444,201738,1,1
K052,12,1987,999,2,BOUNDARYCOURT,382916,202222,1,2
K052,16,1991,8,1,HONEYWELL,381931,201706,1,2
K053,12,1987,999,2,DINGLE,383237,202222,1,1
K053,13,1988,999,2,DINGLE,383237,202222,1,1
K054,12,1987,999,2,DINGLE,383237,202222,1,1
K054,13,1988,999,2,DINGLE,383237,202222,2,1
K054,14,1989,999,2,DINGLE,383237,202222,1,1
K055,12,1987,999,2,BUNGALOW,383675,202710,1,1
K056,12,1987,999,2,DINGLE,383237,202222,1,1
K056,13,1988,999,2,DINGLE,383237,202222,1,1
K056,14,1989,999,2,DARKWOOD,383135,202599,2,1
K056,15,1990,999,2,DARKWOOD,383135,202599,1,1
K056,16,1991,999,2,DARKWOOD,383135,202599,1,1
K057,12,1987,999,2,BUNGALOW,383675,202710,1,1
K057,13,1988,999,2,BUNGALOW,383675,202710,1,1
K057,14,1989,999,2,BUNGALOW,383675,202710,1,1
K057,15,1990,999,2,BUNGALOW,383675,202710,1,1
K058,12,1987,999,2,DINGLE,383237,202222,1,1
K058,13,1988,999,2,DINGLE,383237,202222,1,1
K059,12,1987,999,2,BUNGALOW,383675,202710,1,1
K059,13,1988,999,2,BUNGALOW,383675,202710,1,1
K060,12,1987,999,2,STREAM,383608,202451,1,1
K061,12,1987,999,2,STREAM,383608,202451,1,1
K062,12,1987,12,1,TOP,381795,200962,2,1
K062,13,1988,12,1,TOP,381795,200962,3,1
K062,14,1989,12,1,TOP,381795,200962,1,1
K062,15,1990,12,1,TOP,381795,200962,2,1
K062,16,1991,12,1,TOP,381795,200962,1,1
K062,17,1992,12,1,TOP,381795,200962,2,1
K062,18,1993,12,1,TOP,381795,200962,2,1
K062,19,1994,12,1,TOP,381795,200962,1,1
K063,12,1987,999,2,HEDGE,381350,200278,2,1
K063,13,1988,3,1,BEECH,380931,201164,1,1
K064,12,1987,12,1,TOP,381795,200962,2,1
K064,13,1988,12,1,TOP,381795,200962,4,1
K064,14,1989,12,1,TOP,381795,200962,3,1
K064,15,1990,12,1,TOP,381795,200962,1,1
K064,16,1991,12,1,TOP,381795,200962,1,1
K064,17,1992,12,1,TOP,381795,200962,2,1
K064,18,1993,12,1,TOP,381795,200962,1,1
K064,21,1996,12,1,TOP,381795,200962,1,1
K064,22,1997,12,1,TOP,381795,200962,1,1
K064,23,1998,11,1,YEW,381619,201268,1,1
K064,24,1999,12,1,TOP,381795,200962,1,1
K064,25,2000,12,1,TOP,381795,200962,2,1
K064,26,2001,12,1,TOP,381795,200962,1,1
K065,12,1987,5,1,JACKSMIREY,380678,200030,2,1
K065,13,1988,5,1,JACKSMIREY,380678,200030,2,1
K065,14,1989,5,1,JACKSMIREY,380678,200030,1,1
K065,15,1990,5,1,JACKSMIREY,380678,200030,1,1
K066,12,1987,999,2,HEDGE,381350,200278,2,1
K066,13,1988,999,2,HEDGE,381350,200278,3,1
K066,14,1989,999,2,HEDGE,381350,200278,3,1
K066,15,1990,999,2,HEDGE,381350,200278,2,1
K066,16,1991,999,2,HEDGE,381350,200278,1,1
K066,17,1992,999,2,HEDGE,381350,200278,1,1
K066,18,1993,999,2,HEDGE,381350,200278,2,1
K066,19,1994,999,2,HEDGE,381350,200278,1,1
K066,20,1995,999,2,HEDGE,381350,200278,2,1
K067,12,1987,1,1,WEST,380190,201400,1,1
K068,12,1987,11,1,YEW,381619,201268,2,1
K068,13,1988,11,1,YEW,381619,201268,2,1
K069,12,1987,1,1,WEST,380190,201400,2,1
K069,13,1988,1,1,WEST,380190,201400,1,1
K069,14,1989,1,1,WEST,380190,201400,1,1
K070,12,1987,4,1,ARTHURS,380534,200550,1,1
K070,13,1988,4,1,ARTHURS,380534,200550,2,1
K071,12,1987,16,1,PEGLARS,382355,200596,2,1
K071,13,1988,21,1,COLLIERSWOOD,382931,200706,2,1
K071,14,1989,21,1,COLLIERSWOOD,382931,200706,3,1
K071,15,1990,21,1,COLLIERSWOOD,382931,200706,3,1
K071,16,1991,21,1,COLLIERSWOOD,382931,200706,2,1
K071,17,1992,21,1,COLLIERSWOOD,382931,200706,3,1
K071,18,1993,21,1,COLLIERSWOOD,382931,200706,2,1
K071,19,1994,21,1,COLLIERSWOOD,382931,200706,2,1
K071,20,1995,21,1,COLLIERSWOOD,382931,200706,2,1
K072,12,1987,16,1,PEGLARS,382355,200596,2,1
K072,13,1988,16,1,PEGLARS,382355,200596,3,1
K072,14,1989,16,1,PEGLARS,382355,200596,2,1
K072,15,1990,16,1,PEGLARS,382355,200596,4,1
K072,16,1991,16,1,PEGLARS,382355,200596,2,1
K073,12,1987,11,1,YEW,381619,201268,2,1
K073,13,1988,11,1,YEW,381619,201268,2,1
K073,14,1989,11,1,YEW,381619,201268,2,1
K073,15,1990,11,1,TAXUS,381737,201220,1,1
K073,16,1991,11,1,TAXUS,381737,201220,2,1
K073,18,1993,11,1,YEW,381619,201268,1,1
K073,19,1994,11,1,TAXUS,381737,201220,2,1
K073,20,1995,11,1,TAXUS,381737,201220,1,1
K073,21,1996,11,1,TAXUS,381737,201220,1,1
K073,22,1997,11,1,TAXUS,381737,201220,1,1
K074,12,1987,1,1,WEST,380190,201400,1,1
K074,13,1988,1,1,WEST,380190,201400,1,1
K074,14,1989,11,1,YEW,381619,201268,1,1
K074,15,1990,1,1,WEST,380190,201400,3,1
K075,12,1987,11,1,TAXUS,381737,201220,1,1
K075,13,1988,11,1,YEW,381619,201268,4,1
K075,14,1989,11,1,TAXUS,381737,201220,2,1
K075,15,1990,11,1,YEW,381619,201268,2,1
K075,16,1991,11,1,TAXUS,381737,201220,1,1
K075,17,1992,11,1,YEW,381619,201268,1,1
K076,12,1987,5,1,JACKSMIREY,380678,200030,2,1
