tattoo,primary,primary_year,SG_id,zone,Sett_Clean,x,y,n_loc_obs,entry_group
N047,19,1994,999,2,BAMBOO,383699,201850,1,1
N048,9,1984,999,2,ATCOMBEWEST,383375,201417,1,1
N048,11,1986,999,2,ATCOMBEWEST,383375,201417,1,1
N048,13,1988,16,1,WALL,382201,200574,1,1
N048,15,1990,999,2,ATCOMBEWEST,383375,201417,1,1
N048,16,1991,999,2,ATCOMBEWEST,383375,201417,1,1
N048,17,1992,999,2,ATCOMBEWEST,383375,201417,1,1
N048,19,1994,999,2,ATCOMBEWEST,383375,201417,1,1
N049,9,1984,1,1,WEST,380190,201400,2,1
N049,10,1985,1,1,WEST,380190,201400,1,1
N049,11,1986,1,1,WEST,380190,201400,3,1
N049,12,1987,1,1,WEST,380190,201400,2,1
N049,14,1989,1,1,WEST,380190,201400,1,1
N049,15,1990,1,1,WEST,380190,201400,2,1
N050,9,1984,4,1,JUNCTION,380841,200432,1,1
N050,10,1985,4,1,OPEN,380812,200417,1,1
N050,11,1986,4,1,THISTLEWOODBANK,381109,200408,1,1
N050,12,1987,4,1,JUNCTION,380841,200432,1,1
N051,9,1984,4,1,OPEN,380812,200417,1,1
N051,10,1985,4,1,OPEN,380812,200417,2,1
N051,11,1986,4,1,THISTLEWOODBANK,381109,200408,2,1
N051,12,1987,4,1,OPEN,380812,200417,1,1
N051,13,1988,4,1,JUNCTION,380841,200432,1,1
N052,9,1984,4,1,ARTHURS,380534,200550,2,1
N052,10,1985,4,1,ARTHURS,380534,200550,4,1
N053,9,1984,4,1,ARTHURS,380534,200550,2,1
N053,12,1987,999,2,GULLY,382734,202283,1,1
N053,13,1988,999,2,BOUNDARYCOURT,382916,202222,1,1
N054,9,1984,16,1,PEGLARS,382355,200596,2,1
N054,10,1985,16,1,PEGLARS,382355,200596,3,1
N054,11,1986,16,1,PEGLARS,382355,200596,2,1
N054,12,1987,16,1,PEGLARS,382355,200596,1,1
N055,9,1984,4,1,ARTHURS,380534,200550,2,1
N056,9,1984,15,1,KENNEL,382464,200922,2,1
N056,10,1985,15,1,KENNEL,382464,200922,2,1
N057,9,1984,15,1,KENNEL,382464,200922,2,1
N057,10,1985,15,1,KENNEL,382464,200922,1,1
N058,9,1984,11,1,YEW,381619,201268,2,1
N058,10,1985,11,1,YEW,381619,201268,4,1
N058,12,1987,11,1,TAXUS,381737,201220,1,1
N059,9,1984,11,1,YEW,381619,201268,2,1
N059,10,1985,11,1,YEW,381619,201268,4,1
N059,11,1986,11,1,YEW,381619,201268,1,1
N059,13,1988,11,1,YEW,381619,201268,3,1
N059,14,1989,11,1,YEW,381619,201268,1,1
N059,16,1991,11,1,TAXUS,381737,201220,2,1
N060,9,1984,11,1,YEW,381619,201268,2,1
N060,10,1985,11,1,YEW,381619,201268,3,1
N060,11,1986,11,1,YEW,381619,201268,1,1
N060,12,1987,11,1,TAXUS,381737,201220,2,1
N060,13,1988,11,1,YEW,381619,201268,3,1
N060,14,1989,11,1,YEW,381619,201268,2,1
N060,15,1990,11,1,YEW,381619,201268,1,1
N061,9,1984,12,1,TOP,381795,200962,2,1
N061,10,1985,12,1,TOP,381795,200962,4,1
N061,11,1986,12,1,TOP,381795,200962,1,1
N062,9,1984,12,1,TOP,381795,200962,2,1
N062,10,1985,12,1,TOP,381795,200962,3,1
N062,11,1986,12,1,TOP,381795,200962,2,1
N062,12,1987,12,1,TOP,381795,200962,2,1
N063,9,1984,16,1,PEGLARS,382355,200596,2,1
N063,10,1985,16,1,PEGLARS,382355,200596,3,1
N063,11,1986,16,1,PEGLARS,382355,200596,1,1
N063,12,1987,16,1,PEGLARS,382355,200596,1,1
N063,13,1988,16,1,WOODRUSH,382713,200607,1,1
N063,14,1989,21,1,COLLIERSWOOD,382931,200706,1,1
N064,9,1984,4,1,THISTLEWOODBANK,381109,200408,2,1
N064,11,1986,4,1,JUNCTION,380841,200432,1,1
N064,12,1987,4,1,JUNCTION,380841,200432,1,1
N064,13,1988,4,1,JUNCTION,380841,200432,1,1
N065,9,1984,4,1,ARTHURS,380534,200550,2,1
N066,9,1984,999,2,STREAM,383608,202451,1,1
N067,9,1984,999,2,STREAM,383608,202451,1,1
N068,9,1984,999,2,STREAM,383608,202451,1,1
N069,9,1984,999,2,BUNGALOW,383675,202710,1,1
N070,9,1984,999,2,BUNGALOW,383675,202710,1,1
N071,9,1984,6,1,CEDAR,381022,201589,1,1
N072,9,1984,14,1,COLEPARK,382049,201493,1,1
N073,9,1984,20,1,PARKMILL,383730,200924,1,1
N073,17,1992,20,1,PARKMILL,383730,200924,2,1
N074,9,1984,12,1,TOP,381795,200962,1,1
N074,10,1985,12,1,TOP,381795,200962,3,1
N075,9,1984,15,1,KENNEL,382464,200922,1,1
N075,10,1985,15,1,KENNEL,382464,200922,2,1
N076,9,1984,1,1,WEST,380190,201400,1,1
N076,12,1987,2,1,BOX,380621,201409,1,1
O001,7,1982,4,1,JUNCTION,380841,200432,1,2
O001,8,1983,4,1,JUNCTION,380841,200432,1,2
O001,9,1984,4,1,THISTLEWOODBANK,381109,200408,1,2
O001,10,1985,4,1,MEAD,380390,200637,1,2
O002,7,1982,999,2,HEDGE,381350,200278,3,2
O003,7,1982,1,1,WEST,380190,201400,2,2
O004,7,1982,4,1,ARTHURS,380534,200550,2,1
O004,8,1983,3,1,BEECH,380931,201164,1,1
O005,7,1982,4,1,BUSH,380707,200454,1,2
O006,7,1982,5,1,JACKSMIREY,380678,200030,1,2
O006,8,1983,5,1,JACKSMIREY,380678,200030,1,2
O007,7,1982,5,1,JACKSMIREY,380678,200030,2,2
O007,8,1983,5,1,JACKSMIREY,380678,200030,1,2
O008,7,1982,12,1,TOP,381795,200962,1,2
O008,8,1983,12,1,TOP,381795,200962,2,2
O008,9,1984,12,1,TOP,381795,200962,2,2
O008,11,1986,12,1,TOP,381795,200962,2,2
O008,12,1987,12,1,TOP,381795,200962,2,2
O009,7,1982,5,1,JACKSMIREY,380678,200030,1,2
O009,8,1983,5,1,JACKSMIREY,380678,200030,2,2
O009,9,1984,5,1,JACKSMIREY,380678,200030,1,2
O009,12,1987,9,1,LAURELS,381180,201357,1,2
O010,7,1982,999,2,WINDSOREDGE,383635,200531,1,1
O011,7,1982,999,2,BAMBOO,383699,201850,1,1
O011,9,1984,999,2,DARKWOOD,383135,202599,1,1
O011,11,1986,999,2,DARKWOOD,383135,202599,1,1
O011,12,1987,999,2,BOUNDARYCOURT,382916,202222,1,1
O011,13,1988,999,2,BOUNDARYCOURT,382916,202222,1,1
O011,14,1989,999,2,DARKWOOD,383135,202599,1,1
O012,7,1982,999,2,BAMBOO,383699,201850,1,1
O013,7,1982,999,2,WINDSOREDGE,383635,200531,1,1
O014,7,1982,999,2,WINDSOREDGE,383635,200531,1,1
O015,7,1982,20,1,PARKMILL,383730,200924,1,1
O015,8,1983,20,1,PARKMILL,383730,200924,1,1
O015,9,1984,20,1,PARKMILL,383730,200924,1,1
O016,7,1982,999,2,INCHBROOK,384013,200739,1,1
O017,7,1982,999,2,INCHBROOK,384013,200739,1,1
O017,8,1983,20,1,PARKMILL,383730,200924,1,1
O018,7,1982,16,1,PEGLARS,382355,200596,1,2
O018,8,1983,16,1,PEGLARS,382355,200596,1,2
O018,9,1984,16,1,PEGLARS,382355,200596,3,2
O018,10,1985,16,1,PEGLARS,382355,200596,2,2
O019,7,1982,16,1,PEGLARS,382355,200596,1,1
O020,7,1982,17,1,OLDOAK,382624,201274,1,2
O022,7,1982,4,1,BANK,380563,200499,1,1
O023,7,1982,1,1,WEST,380190,201400,2,1
O023,8,1983,1,1,WEST,380190,201400,2,1
O024,7,1982,5,1,JACKSMIREY,380678,200030,2,1
O024,8,1983,5,1,JACKSMIREY,380678,200030,2,1
O024,9,1984,5,1,JACKSMIREY,380678,200030,2,1
O024,12,1987,5,1,JACKSMIREY,380678,200030,2,1
O024,13,1988,5,1,JACKSMIREY,380678,200030,3,1
O024,14,1989,5,1,JACKSMIREY,380678,200030,1,1
O025,7,1982,4,1,MRSMACKS,380365,200369,1,1
O026,7,1982,1,1,WEST,380190,201400,2,1
O026,8,1983,1,1,WEST,380190,201400,2,1
O026,10,1985,1,1,WEST,380190,201400,1,1
O026,12,1987,1,1,WEST,380190,201400,1,1
O026,15,1990,1,1,WEST,380190,201400,1,1
O026,16,1991,1,1,WEST,380190,201400,1,1
O027,7,1982,5,1,JACKSMIREY,380678,200030,2,1
O027,8,1983,5,1,JACKSMIREY,380678,200030,2,1
O028,7,1982,5,1,JACKSMIREY,380678,200030,2,1
O028,8,1983,5,1,JACKSMIREY,380678,200030,1,1
O029,7,1982,1,1,WEST,380190,201400,2,1
O029,8,1983,1,1,WEST,380190,201400,1,1
O029,9,1984,1,1,WEST,380190,201400,1,1
O029,10,1985,1,1,WEST,380190,201400,2,1
O029,12,1987,1,1,WEST,380190,201400,1,1
O029,13,1988,1,1,WEST,380190,201400,1,1
O029,14,1989,1,1,CORRAL,380279,201409,1,1
O030,7,1982,1,1,WEST,380190,201400,1,1
O030,8,1983,1,1,WEST,380190,201400,2,1
O030,9,1984,1,1,WEST,380190,201400,1,1
O030,10,1985,2,1,LARCH,380541,201242,1,1
O030,11,1986,2,1,BOX,380621,201409,1,1
O030,12,1987,4,1,ARTHURS,380534,200550,2,1
O031,7,1982,14,1,GIANTBEECH,382420,201405,1,2
O031,11,1986,14,1,COLEPARK,382049,201493,1,2
O031,14,1989,14,1,COLEPARK,382049,201493,1,2
O031,16,1991,14,1,COLEPARK,382049,201493,1,2
O032,7,1982,14,1,GIANTBEECH,382420,201405,1,1
O032,8,1983,14,1,COLEPARK,382049,201493,1,1
O033,7,1982,999,2,BUNGALOW,383675,202710,1,2
O033,8,1983,999,2,STREAM,383608,202451,1,2
O034,7,1982,999,2,STREAM,383608,202451,1,1
O034,14,1989,999,2,BUNGALOW,383675,202710,1,1
O034,15,1990,999,2,BUNGALOW,383675,202710,1,1
O034,18,1993,999,2,BUNGALOW,383675,202710,2,1
O034,19,1994,999,2,BUNGALOW,383675,202710,1,1
O035,7,1982,999,2,HEDGE,381350,200278,1,2
O035,8,1983,999,2,HEDGE,381350,200278,2,2
O035,11,1986,999,2,HEDGE,381350,200278,1,2
O035,12,1987,999,2,HEDGE,381350,200278,2,2
O035,13,1988,999,2,HEDGE,381350,200278,2,2
O035,14,1989,999,2,HEDGE,381350,200278,2,2
O035,15,1990,999,2,HEDGE,381350,200278,2,2
O035,17,1992,999,2,HEDGE,381350,200278,2,2
O035,18,1993,999,2,HEDGE,381350,200278,1,2
O035,19,1994,999,2,HEDGE,381350,200278,3,2
O035,20,1995,999,2,HEDGE,381350,200278,1,2
P001,8,1983,999,2,HEDGE,381350,200278,3,2
P002,8,1983,999,2,HEDGE,381350,200278,4,1
P002,9,1984,999,2,HEDGE,381350,200278,1,1
P003,8,1983,999,2,HEDGE,381350,200278,3,1
P003,9,1984,999,2,HEDGE,381350,200278,2,1
P003,12,1987,999,2,HEDGE,381350,200278,1,1
P003,14,1989,999,2,HEDGE,381350,200278,3,1
P003,15,1990,999,2,HEDGE,381350,200278,2,1
P003,16,1991,9,1,LAURELS,381180,201357,1,1
P004,8,1983,1,1,WEST,380190,201400,1,2
P005,8,1983,9,1,LAURELS,381180,201357,2,1
P005,9,1984,10,1,SEPTICTANK,381357,201285,1,1
P005,10,1985,10,1,SEPTICTANK,381357,201285,1,1
P005,11,1986,13,1,OLDPONDDRAIN,381503,201484,1,1
P005,12,1987,9,1,LAURELS,381180,201357,1,1
P005,13,1988,10,1,SEPTICTANK,381357,201285,2,1
P005,14,1989,9,1,LAURELS,381180,201357,1,1
P005,15,1990,9,1,LAURELS,381180,201357,1,1
P005,16,1991,9,1,LAURELS,381180,201357,1,1
P005,18,1993,9,1,LAURELS,381180,201357,1,1
P006,8,1983,2,1,BOX,380621,201409,1,1
P007,8,1983,999,2,HEDGE,381350,200278,3,2
P007,9,1984,999,2,HEDGE,381350,200278,1,2
P008,8,1983,11,1,YEW,381619,201268,3,1
P008,9,1984,11,1,TAXUS,381737,201220,2,1
P009,8,1983,9,1,LAURELS,381180,201357,2,1
P009,9,1984,10,1,RUSTYTRAP,381281,201324,2,1
P009,10,1985,13,1,OLDPONDDRAIN,381503,201484,1,1
P009,11,1986,9,1,LAURELS,381180,201357,2,1
P009,12,1987,9,1,LAURELS,381180,201357,3,1
P009,13,1988,9,1,LAURELS,381180,201357,2,1
P009,14,1989,10,1,SEPTICTANK,381357,201285,2,1
P009,15,1990,13,1,OLDPONDDRAIN,381503,201484,2,1
P009,16,1991,9,1,LAURELS,381180,201357,2,1
P010,8,1983,11,1,YEW,381619,201268,3,1
P010,9,1984,11,1,TAXUS,381737,201220,2,1
P011,8,1983,5,1,JACKSMIREY,380678,200030,2,1
P011,9,1984,5,1,JACKSMIREY,380678,200030,3,1
P011,10,1985,5,1,JACKSMIREY,380678,200030,3,1
P011,12,1987,5,1,JACKSMIREY,380678,200030,1,1
P012,8,1983,9,1,LAURELS,381180,201357,1,1
P012,9,1984,9,1,LAURELS,381180,201357,1,1
P012,10,1985,13,1,OLDPONDDRAIN,381503,201484,2,1
P012,11,1986,13,1,OLDPONDDRAIN,381503,201484,2,1
P012,12,1987,10,1,SEPTICTANK,381357,201285,1,1
P013,8,1983,9,1,LAURELS,381180,201357,1,1
P013,9,1984,10,1,SEPTICTANK,381357,201285,1,1
P013,10,1985,9,1,LAURELS,381180,201357,1,1
P013,11,1986,10,1,SEPTICTANK,381357,201285,1,1
P013,12,1987,8,1,HONEYWELL,381931,201706,1,1
P013,13,1988,6,1,CEDAR,381022,201589,1,1
P013,14,1989,13,1,OLDPONDDRAIN,381503,201484,2,1
P014,8,1983,5,1,JACKSMIREY,380678,200030,3,1
P014,9,1984,5,1,JACKSMIREY,380678,200030,2,1
P015,8,1983,1,1,WEST,380190,201400,3,1
P015,9,1984,1,1,WEST,380190,201400,1,1
P016,8,1983,1,1,WEST,380190,201400,3,1
P016,9,1984,1,1,WEST,380190,201400,1,1
P016,10,1985,1,1,WEST,380190,201400,1,1
P016,12,1987,1,1,WEST,380190,201400,1,1
P016,13,1988,1,1,WEST,380190,201400,1,1
P016,16,1991,1,1,WEST,380190,201400,1,1
P017,8,1983,2,1,LARCH,380541,201242,2,1
P018,8,1983,11,1,YEW,381619,201268,2,1
P018,9,1984,11,1,TAXUS,381737,201220,1,1
P018,10,1985,11,1,YEW,381619,201268,2,1
P018,12,1987,11,1,YEW,381619,201268,1,1
P018,13,1988,11,1,TAXUS,381737,201220,1,1
P018,14,1989,4,1,THISTLEWOODBANK,381109,200408,1,1
P018,15,1990,11,1,TAXUS,381737,201220,1,1
P018,16,1991,11,1,TAXUS,381737,201220,1,1
P019,8,1983,11,1,ASHTREE,381604,201121,1,1
P020,8,1983,16,1,PEGLARS,382355,200596,1,1
P020,9,1984,16,1,PEGLARS,382355,200596,3,1
P020,12,1987,16,1,PEGLARS,382355,200596,2,1
P020,13,1988,16,1,PEGLARS,382355,200596,2,1
P020,14,1989,16,1,PEGLARS,382355,200596,1,1
P020,15,1990,16,1,PEGLARS,382355,200596,1,1
P020,16,1991,16,1,PEGLARS,382355,200596,2,1
P020,17,1992,16,1,PEGLARS,382355,200596,2,1
P020,18,1993,16,1,PEGLARS,382355,200596,1,1
P020,19,1994,16,1,PEGLARS,382355,200596,1,1
P021,8,1983,21,1,COLLIERSWOOD,382931,200706,1,1
P021,9,1984,16,1,FORK,382786,200771,1,1
P022,8,1983,16,1,PEGLARS,382355,200596,1,1
P023,8,1983,16,1,PEGLARS,382355,200596,1,1
P024,8,1983,16,1,PEGLARS,382355,200596,1,1
P025,8,1983,14,1,COLEPARK,382049,201493,1,2
P027,8,1983,16,1,PEGLARS,382355,200596,3,2
P028,8,1983,16,1,PEGLARS,382355,200596,1,2
P028,9,1984,16,1,PEGLARS,382355,200596,2,2
P028,10,1985,16,1,PEGLARS,382355,200596,2,2
P028,11,1986,16,1,PEGLARS,382355,200596,2,2
P028,13,1988,16,1,FORK,382786,200771,3,2
P028,14,1989,21,1,COLLIERSWOOD,382931,200706,2,2
P028,15,1990,21,1,COLLIERSWOOD,382931,200706,2,2
P028,16,1991,16,1,FORK,382786,200771,3,2
P028,17,1992,16,1,WOODRUSH,382713,200607,2,2
P028,18,1993,16,1,WOODRUSH,382713,200607,1,2
P028,19,1994,16,1,FORK,382786,200771,1,2
P028,20,1995,16,1,WOODRUSH,382713,200607,1,2
P029,8,1983,20,1,PARKMILL,383730,200924,1,2
P030,8,1983,15,1,KENNEL,382464,200922,1,2
P031,8,1983,999,2,WINDSOREDGE,383635,200531,1,1
P032,8,1983,999,2,WINDSOREDGE,383635,200531,1,1
P033,8,1983,999,2,WINDSOREDGE,383635,200531,2,1
P034,8,1983,999,2,WINDSOREDGE,383635,200531,2,1
P035,8,1983,14,1,COLEPARK,382049,201493,1,1
P035,11,1986,15,1,KENNEL,382464,200922,2,1
P035,12,1987,15,1,KENNEL,382464,200922,1,1
P036,8,1983,6,1,CEDAR,381022,201589,1,1
P037,8,1983,999,2,BAMBOO,383699,201850,1,1
P037,10,1985,999,2,BAMBOO,383699,201850,1,1
P037,11,1986,999,2,BAMBOO,383699,201850,1,1
P038,11,1986,999,2,BAMBOO,383699,201850,1,1
P038,13,1988,999,2,BAMBOO,383699,201850,1,1
P038,15,1990,999,2,BAMBOO,383699,201850,1,1
P038,16,1991,999,2,BAMBOO,383699,201850,1,1
P039,8,1983,6,1,CEDAR,381022,201589,1,1
P040,8,1983,999,2,ATCOMBECORNER,383696,201502,1,1
P041,8,1983,999,2,ATCOMBECORNER,383696,201502,1,1
P041,9,1984,999,2,ATCOMBEWEST,383375,201417,1,1
P042,11,1986,17,1,TOPOAK,382616,201525,1,1
P042,13,1988,999,2,LISTERS,383444,201738,2,1
P042,16,1991,999,2,DINGLE,383237,202222,1,1
P042,17,1992,999,2,LISTERS,383444,201738,3,1
P043,8,1983,999,2,ATCOMBECORNER,383696,201502,1,1
P043,10,1985,999,2,ATCOMBEWEST,383375,201417,1,1
P043,11,1986,18,1,NETTLE,383024,201142,1,1
P043,15,1990,17,1,OLDOAK,382624,201274,1,1
P044,8,1983,999,2,ATCOMBEWEST,383375,201417,1,1
P045,8,1983,999,2,BAMBOO,383699,201850,1,1
P046,14,1989,999,2,ATCOMBECORNER,383696,201502,1,1
P047,8,1983,999,2,ATCOMBECORNER,383696,201502,1,2
P048,8,1983,999,2,BUNGALOW,383675,202710,1,1
P049,8,1983,999,2,STREAM,383608,202451,1,1
P049,13,1988,999,2,BUNGALOW,383675,202710,1,1
P049,15,1990,999,2,BUNGALOW,383675,202710,1,1
P050,8,1983,4,1,ARTHURS,380534,200550,2,1
P050,9,1984,4,1,ARTHURS,380534,200550,1,1
P051,8,1983,4,1,OPEN,380812,200417,2,1
P051,9,1984,4,1,EARTH,380906,200398,1,1
P051,10,1985,4,1,THISTLEWOODBANK,381109,200408,1,1
P051,11,1986,4,1,THISTLEWOODBANK,381109,200408,1,1
P052,8,1983,4,1,ARTHURS,380534,200550,2,1
P052,9,1984,4,1,ARTHURS,380534,200550,3,1
P052,10,1985,4,1,ARTHURS,380534,200550,1,1
P052,12,1987,4,1,ARTHURS,380534,200550,2,1
P052,13,1988,4,1,ARTHURS,380534,200550,1,1
P052,14,1989,4,1,BRAMBLE,380625,200466,1,1
P052,15,1990,4,1,ARTHURS,380534,200550,1,1
P052,17,1992,4,1,BANK,380563,200499,1,1
P053,8,1983,1,1,WEST,380190,201400,2,1
P053,9,1984,1,1,WEST,380190,201400,1,1
P053,10,1985,1,1,WEST,380190,201400,1,1
P054,8,1983,2,1,LARCH,380541,201242,2,1
P054,9,1984,2,1,BOX,380621,201409,1,1
P054,10,1985,2,1,LARCH,380541,201242,3,1
P054,12,1987,2,1,LARCH,380541,201242,2,1
P054,13,1988,2,1,BOX,380621,201409,1,1
P054,14,1989,2,1,LARCH,380541,201242,2,1
P054,15,1990,2,1,BOX,380621,201409,1,1
P054,16,1991,2,1,BOX,380621,201409,2,1
P054,17,1992,2,1,BOX,380621,201409,1,1
P056,8,1983,18,1,NETTLE,383024,201142,1,1
P058,9,1984,21,1,COLLIERSWOOD,382931,200706,2,2
P058,10,1985,21,1,COLLIERSWOOD,382931,200706,2,2
P059,8,1983,16,1,PEGLARS,382355,200596,2,1
P059,9,1984,16,1,PEGLARS,382355,200596,3,1
P059,10,1985,16,1,PEGLARS,382355,200596,1,1
P059,11,1986,16,1,PEGLARS,382355,200596,1,1
Q001,24,1999,999,2,HEDGE,381350,200278,4,1
Q001,25,2000,999,2,HEDGE,381350,200278,1,1
Q001,26,2001,999,2,HEDGE,381350,200278,1,1
Q002,24,1999,4,1,ARTHURS,380534,200550,1,2
Q002,25,2000,4,1,ARTHURS,380534,200550,1,2
Q003,24,1999,999,2,FIELDFARM,380936,199687,2,2
Q003,25,2000,999,2,FIELDFARM,380936,199687,2,2
Q004,24,1999,12,1,TOP,381795,200962,1,2
Q005,24,1999,20,1,PARKMILL,383730,200924,1,2
Q006,24,1999,17,1,TOPOAK,382616,201525,1,2
Q007,24,1999,16,1,FORK,382786,200771,1,2
Q007,25,2000,22,1,WOODFARM,383337,200429,1,2
Q007,26,2001,22,1,WOODFARM,383337,200429,1,2
Q007,27,2002,21,1,COLLIERSWOOD,382931,200706,1,2
Q007,29,2004,22,1,WOODFARM,383337,200429,1,2
Q007,31,2006,21,1,COLLIERSWOOD,382931,200706,1,2
Q007,34,2009,22,1,WOODFARM,383337,200429,1,2
Q008,24,1999,999,2,HEDGE,381350,200278,3,1
Q008,25,2000,999,2,HEDGE,381350,200278,2,1
Q008,26,2001,999,2,HEDGE,381350,200278,1,1
Q008,27,2002,999,2,HEDGE,381350,200278,1,1
Q008,28,2003,999,2,HEDGE,381350,200278,1,1
Q008,30,2005,999,2,HEDGE,381350,200278,1,1
Q009,24,1999,999,2,HEDGE,381350,200278,3,1
Q010,24,1999,999,2,HEDGE,381350,200278,1,1
Q011,24,1999,4,1,MEAD,380390,200637,1,1
Q012,24,1999,4,1,MEAD,380390,200637,2,1
Q012,25,2000,4,1,ARTHURS,380534,200550,2,1
Q012,28,2003,5,1,JACKSMIREY,380678,200030,1,1
Q013,24,1999,999,2,HEDGE,381350,200278,1,1
Q014,24,1999,4,1,ARTHURS,380534,200550,1,1
Q014,25,2000,4,1,JUNCTION,380841,200432,2,1
Q015,24,1999,1,1,WEST,380190,201400,1,1
Q015,25,2000,1,1,WEST,380190,201400,2,1
Q015,26,2001,2,1,BOX,380621,201409,2,1
Q015,27,2002,2,1,BOX,380621,201409,2,1
Q015,28,2003,1,1,WEST,380190,201400,1,1
Q015,29,2004,2,1,LARCH,380541,201242,2,1
Q016,24,1999,1,1,WEST,380190,201400,2,1
Q016,25,2000,1,1,WEST,380190,201400,1,1
Q017,24,1999,999,2,HEDGE,381350,200278,1,1
Q018,24,1999,999,2,HEDGE,381350,200278,2,1
Q019,24,1999,999,2,HEDGE,381350,200278,1,1
Q020,24,1999,999,2,HEDGE,381350,200278,1,1
Q021,24,1999,999,2,HEDGE,381350,200278,1,1
Q022,24,1999,999,2,HEDGE,381350,200278,2,1
Q023,24,1999,5,1,JACKSMIREY,380678,200030,2,1
Q024,24,1999,5,1,JACKSMIREY,380678,200030,2,1
Q025,24,1999,5,1,JACKSMIREY,380678,200030,2,1
Q026,24,1999,4,1,ARTHURS,380534,200550,1,1
Q026,25,2000,4,1,JUNCTION,380841,200432,1,1
Q026,26,2001,4,1,ARTHURS,380534,200550,1,1
Q026,27,2002,4,1,THISTLEWOODBANK,381109,200408,1,1
Q027,24,1999,4,1,ARTHURS,380534,200550,2,1
Q027,25,2000,4,1,ARTHURS,380534,200550,1,1
Q028,24,1999,4,1,JUNCTION,380841,200432,2,1
Q028,25,2000,4,1,JUNCTION,380841,200432,3,1
Q028,26,2001,4,1,JUNCTION,380841,200432,1,1
Q028,27,2002,4,1,JUNCTION,380841,200432,1,1
Q028,28,2003,4,1,JUNCTION,380841,200432,1,1
Q028,29,2004,4,1,THISTLEWOODBANK,381109,200408,1,1
Q028,30,2005,4,1,JUNCTION,380841,200432,1,1
Q028,31,2006,4,1,THISTLEWOODBANK,381109,200408,1,1
Q028,33,2008,4,1,THISTLEWOODBANK,381109,200408,2,1
Q028,35,2010,4,1,JUNCTION,380841,200432,2,1
Q028,36,2011,4,1,JUNCTION,380841,200432,1,1
Q029,24,1999,16,1,WOODRUSH,382713,200607,2,1
Q029,25,2000,16,1,FORK,382786,200771,2,1
Q029,26,2001,16,1,FORK,382786,200771,2,1
Q030,24,1999,15,1,KENNEL,382464,200922,2,1
Q031,24,1999,15,1,KENNEL,382464,200922,3,1
Q031,25,2000,15,1,KENNEL,382464,200922,1,1
Q031,26,2001,15,1,KENNEL,382464,200922,2,1
Q031,29,2004,15,1,WYCHELM,382074,201085,1,1
Q032,24,1999,15,1,BOG,382099,200773,2,1
Q032,25,2000,15,1,BOG,382099,200773,2,1
Q032,26,2001,15,1,BOG,382099,200773,2,1
Q032,27,2002,16,1,PEGLARS,382355,200596,1,1
Q033,24,1999,16,1,WOODRUSH,382713,200607,3,1
Q033,25,2000,16,1,FORK,382786,200771,2,1
Q033,26,2001,16,1,WOODRUSH,382713,200607,2,1
Q033,27,2002,16,1,WOODRUSH,382713,200607,2,1
Q033,28,2003,16,1,FORK,382786,200771,1,1
Q033,29,2004,16,1,FORK,382786,200771,2,1
Q033,30,2005,16,1,WOODRUSH,382713,200607,2,1
Q033,31,2006,16,1,FORK,382786,200771,1,1
Q034,24,1999,12,1,TOP,381795,200962,1,1
Q035,24,1999,1,1,WEST,380190,201400,1,1
Q036,24,1999,20,1,PARKMILL,383730,200924,2,1
Q036,25,2000,20,1,PARKMILL,383730,200924,3,1
Q036,26,2001,20,1,PARKMILL,383730,200924,1,1
Q036,27,2002,20,1,PARKMILL,383730,200924,2,1
Q036,28,2003,20,1,PARKMILL,383730,200924,1,1
Q036,30,2005,20,1,PARKMILL,383730,200924,2,1
Q036,31,2006,20,1,SCOTLANDBANK,383412,200931,2,1
Q036,32,2007,20,1,PARKMILL,383730,200924,2,1
Q037,24,1999,1,1,WEST,380190,201400,1,1
Q038,24,1999,3,1,BEECH,380931,201164,2,1
Q038,25,2000,3,1,CHESNUT,380834,201150,1,1
Q039,24,1999,15,1,KENNEL,382464,200922,3,1
Q039,25,2000,15,1,KENNEL,382464,200922,3,1
Q039,26,2001,15,1,CULDESAC,382399,200920,1,1
Q039,27,2002,15,1,KENNEL,382464,200922,1,1
Q040,24,1999,12,1,TOP,381795,200962,1,1
Q041,24,1999,12,1,TOP,381795,200962,2,1
Q041,25,2000,12,1,TOP,381795,200962,1,1
Q042,24,1999,11,1,TAXUS,381737,201220,1,1
Q043,24,1999,12,1,SAPLING,381716,201013,1,1
Q044,24,1999,11,1,TAXUS,381737,201220,1,1
Q045,24,1999,11,1,YEW,381619,201268,1,1
Q046,24,1999,3,1,CHESNUT,380834,201150,2,1
Q046,25,2000,3,1,BEECH,380931,201164,2,1
Q046,26,2001,3,1,BEECH,380931,201164,1,1
Q047,24,1999,3,1,CHESNUT,380834,201150,2,1
Q048,24,1999,21,1,COLLIERSWOOD,382931,200706,2,1
Q048,25,2000,21,1,COLLIERSWOOD,382931,200706,3,1
Q048,26,2001,21,1,COLLIERSWOOD,382931,200706,3,1
Q049,24,1999,10,1,SEPTICTANK,381357,201285,2,1
Q049,25,2000,9,1,LAURELS,381180,201357,1,1
Q049,26,2001,3,1,CHESNUT,380834,201150,1,1
Q050,24,1999,9,1,LAURELS,381180,201357,1,1
Q051,24,1999,21,1,COLLIERSWOOD,382931,200706,1,1
Q052,24,1999,10,1,SEPTICTANK,381357,201285,2,1
