interval_col,tattoo,from_year,to_year,from_primary,to_primary,from_detector_name,to_detector_name,from_x,from_y,to_x,to_y,observed_endpoint_distance_m,has_origin_xy,has_destination_xy
4159,N073,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4160,N073,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4161,N073,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4162,N073,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4163,N073,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4164,N073,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4165,N073,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4166,N073,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4167,N076,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4168,N076,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4169,N076,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4170,O001,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4171,O001,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4172,O001,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4173,O008,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4174,O008,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4175,O008,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4176,O008,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4177,O008,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4178,O009,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4179,O009,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4180,O009,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4181,O009,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4182,O009,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4183,O011,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4184,O011,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4185,O011,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4186,O011,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4187,O011,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4188,O011,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4189,O011,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4190,O015,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4191,O015,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4192,O018,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4193,O018,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4194,O018,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4195,O024,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4196,O024,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4197,O024,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4198,O024,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4199,O024,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4200,O024,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4201,O024,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4202,O026,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4203,O026,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4204,O026,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4205,O026,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4206,O026,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4207,O026,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4208,O026,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4209,O026,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4210,O026,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4211,O029,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4212,O029,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4213,O029,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4214,O029,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4215,O029,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4216,O029,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4217,O029,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4218,O030,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4219,O030,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4220,O030,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4221,O030,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4222,O030,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4223,O031,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4224,O031,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4225,O031,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4226,O031,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4227,O031,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4228,O031,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4229,O031,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4230,O031,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4231,O031,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4232,O034,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4233,O034,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4234,O034,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4235,O034,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4236,O034,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4237,O034,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4238,O034,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4239,O034,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4240,O034,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4241,O034,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4242,O034,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
4243,O034,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
4244,O035,1982,1983,7,8,7,8,380931,201164,380417,201488,607.595260021011,TRUE,TRUE
4245,O035,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4246,O035,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4247,O035,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4248,O035,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4249,O035,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4250,O035,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4251,O035,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4252,O035,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4253,O035,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4254,O035,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
4255,O035,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
4256,O035,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
4257,P002,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4258,P002,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4259,P002,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4260,P002,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4261,P003,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4262,P003,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4263,P003,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4264,P003,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4265,P003,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4266,P003,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4267,P003,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4268,P003,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4269,P005,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4270,P005,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4271,P005,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4272,P005,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4273,P005,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4274,P005,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4275,P005,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4276,P005,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4277,P005,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4278,P005,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
4279,P009,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4280,P009,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4281,P009,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4282,P009,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4283,P009,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4284,P009,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4285,P009,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4286,P009,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4287,P011,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4288,P011,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4289,P011,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4290,P011,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4291,P012,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4292,P012,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4293,P012,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4294,P012,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4295,P013,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4296,P013,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4297,P013,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4298,P013,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4299,P013,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4300,P013,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4301,P016,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4302,P016,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4303,P016,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4304,P016,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4305,P016,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4306,P016,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4307,P016,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4308,P016,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4309,P018,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4310,P018,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4311,P018,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4312,P018,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4313,P018,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4314,P018,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4315,P018,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4316,P018,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4317,P020,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4318,P020,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4319,P020,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4320,P020,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4321,P020,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4322,P020,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4323,P020,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4324,P020,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4325,P020,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4326,P020,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
4327,P020,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
4328,P028,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4329,P028,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4330,P028,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4331,P028,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4332,P028,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4333,P028,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4334,P028,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4335,P028,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4336,P028,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4337,P028,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
4338,P028,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
4339,P028,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
4340,P035,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4341,P035,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4342,P035,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4343,P035,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4344,P037,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4345,P037,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4346,P037,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4347,P038,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4348,P038,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4349,P038,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4350,P038,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4351,P038,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4352,P042,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4353,P042,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4354,P042,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4355,P042,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4356,P042,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4357,P042,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4358,P043,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4359,P043,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4360,P043,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4361,P043,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4362,P043,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4363,P043,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4364,P043,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4365,P049,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4366,P049,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4367,P049,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4368,P049,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4369,P049,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4370,P049,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4371,P049,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4372,P051,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4373,P051,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4374,P051,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4375,P052,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4376,P052,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4377,P052,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4378,P052,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4379,P052,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4380,P052,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4381,P052,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4382,P052,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4383,P052,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4384,P053,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4385,P053,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4386,P054,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4387,P054,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4388,P054,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4389,P054,1986,1987,11,12,11,12,380449,201388,382916,202222,2604.1591733225523,TRUE,TRUE
4390,P054,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
4391,P054,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
4392,P054,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
4393,P054,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
4394,P054,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
4395,P054,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
4396,P059,1983,1984,8,9,8,9,380417,201488,381942,201770,1550.8542807111182,TRUE,TRUE
4397,P059,1984,1985,9,10,9,10,381942,201770,382099,200773,1009.28588615912,TRUE,TRUE
4398,P059,1985,1986,10,11,10,11,382099,200773,380449,201388,1760.8875602945238,TRUE,TRUE
4399,Q001,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
4400,Q001,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
4401,Q007,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
4402,Q007,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
4403,Q007,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
4404,Q007,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
4405,Q007,2003,2004,28,29,28,29,380834,201150,382049,201493,1262.4872276581652,TRUE,TRUE
4406,Q007,2004,2005,29,30,29,30,382049,201493,382931,200706,1182.0714868399457,TRUE,TRUE
4407,Q007,2005,2006,30,31,30,31,382931,200706,380649,201388,2381.7321427902007,TRUE,TRUE
4408,Q007,2006,2007,31,32,31,32,380649,201388,380279,201409,370.59546678285204,TRUE,TRUE
4409,Q007,2007,2008,32,33,32,33,380279,201409,382399,200920,2175.6656452681327,TRUE,TRUE
4410,Q007,2008,2009,33,34,33,34,382399,200920,383126,200958,727.9924450157433,TRUE,TRUE
4411,Q008,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
4412,Q008,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
4413,Q008,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
4414,Q008,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
4415,Q008,2003,2004,28,29,28,29,380834,201150,382049,201493,1262.4872276581652,TRUE,TRUE
4416,Q008,2004,2005,29,30,29,30,382049,201493,382931,200706,1182.0714868399457,TRUE,TRUE
4417,Q012,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
4418,Q012,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
4419,Q012,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
4420,Q012,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
4421,Q015,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
4422,Q015,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
4423,Q015,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
4424,Q015,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
4425,Q015,2003,2004,28,29,28,29,380834,201150,382049,201493,1262.4872276581652,TRUE,TRUE
4426,Q026,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
4427,Q026,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
4428,Q026,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
4429,Q028,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
4430,Q028,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
4431,Q028,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
4432,Q028,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
4433,Q028,2003,2004,28,29,28,29,380834,201150,382049,201493,1262.4872276581652,TRUE,TRUE
4434,Q028,2004,2005,29,30,29,30,382049,201493,382931,200706,1182.0714868399457,TRUE,TRUE
4435,Q028,2005,2006,30,31,30,31,382931,200706,380649,201388,2381.7321427902007,TRUE,TRUE
