tattoo,year,n_year_encounters,n_distinct_setts,n_distinct_socg,annual_socg,annual_sett,annual_x,annual_y,annual_sett_n_encounters,annual_sett_latest_date,has_annual_xy,in_infection_model,in_phase2
Q001,1999,5,1,1,HEDGE,HEDGE,381350,200278,5,1999-10-13,TRUE,TRUE,TRUE
Q001,2000,1,1,1,HEDGE,HEDGE,381350,200278,1,2000-10-04,TRUE,TRUE,TRUE
Q001,2001,1,1,1,HEDGE,HEDGE,381350,200278,1,2001-07-24,TRUE,TRUE,TRUE
Q002,1999,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1999-01-26,TRUE,TRUE,FALSE
Q002,2000,1,1,1,ARTHURS,ARTHURS,380534,200550,1,2000-05-23,TRUE,TRUE,FALSE
Q002,2002,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
Q003,1999,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1999-07-21,TRUE,TRUE,FALSE
Q003,2000,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,2000-08-17,TRUE,TRUE,FALSE
Q004,1999,1,1,1,TOP,TOP,381795,200962,1,1999-02-11,TRUE,TRUE,FALSE
Q005,1999,2,2,1,PARKMILL,PARKMILL,383730,200924,1,1999-02-23,TRUE,TRUE,FALSE
Q006,1999,1,1,1,OLDOAK,TOPOAK,382616,201525,1,1999-02-23,TRUE,TRUE,FALSE
Q006,2003,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
Q007,1999,4,2,2,WOODFARM,WOODFARM,383337,200429,3,1999-09-07,TRUE,TRUE,TRUE
Q007,2000,1,1,1,WOODFARM,WOODFARM,383337,200429,1,2000-02-08,TRUE,TRUE,TRUE
Q007,2001,2,1,1,WOODFARM,WOODFARM,383337,200429,2,2001-09-18,TRUE,TRUE,TRUE
Q007,2002,2,2,2,COLLIERSWOOD,WOODFARM,383337,200429,1,2002-09-10,TRUE,TRUE,TRUE
Q007,2004,1,1,1,WOODFARM,WOODFARM,383337,200429,1,2004-07-06,TRUE,TRUE,TRUE
Q007,2006,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2006-08-01,TRUE,TRUE,TRUE
Q007,2009,1,1,1,WOODFARM,WOODFARM,383337,200429,1,2009-10-27,TRUE,TRUE,TRUE
Q008,1999,5,1,1,HEDGE,HEDGE,381350,200278,5,1999-10-12,TRUE,TRUE,TRUE
Q008,2000,2,1,1,HEDGE,HEDGE,381350,200278,2,2000-05-24,TRUE,TRUE,TRUE
Q008,2001,1,1,1,HEDGE,HEDGE,381350,200278,1,2001-09-05,TRUE,TRUE,TRUE
Q008,2002,1,1,1,HEDGE,HEDGE,381350,200278,1,2002-05-29,TRUE,TRUE,TRUE
Q008,2003,1,1,1,HEDGE,HEDGE,381350,200278,1,2003-08-05,TRUE,TRUE,TRUE
Q008,2005,1,1,1,HEDGE,HEDGE,381350,200278,1,2005-09-13,TRUE,TRUE,TRUE
Q009,1999,6,1,1,HEDGE,HEDGE,381350,200278,6,1999-11-29,TRUE,TRUE,FALSE
Q009,2000,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
Q010,1999,2,2,1,HEDGE,HEDGE,381350,200278,1,1999-05-25,TRUE,TRUE,FALSE
Q011,1999,2,2,1,ARTHURS,TIP,380475,200580,1,1999-07-20,TRUE,TRUE,FALSE
Q012,1999,3,2,1,ARTHURS,MEAD,380390,200637,2,1999-07-20,TRUE,TRUE,TRUE
Q012,2000,3,2,2,ARTHURS,ARTHURS,380534,200550,2,2000-09-05,TRUE,TRUE,TRUE
Q012,2003,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,2003-05-13,TRUE,TRUE,TRUE
Q013,1999,1,1,1,HEDGE,HEDGE,381350,200278,1,1999-05-25,TRUE,TRUE,FALSE
Q014,1999,3,3,1,ARTHURS,MEAD,380390,200637,1,1999-09-21,TRUE,TRUE,FALSE
Q014,2000,3,2,2,JUNCTION,JUNCTION,380841,200432,2,2000-09-05,TRUE,TRUE,FALSE
Q015,1999,2,2,1,WEST,JACOBS,380387,201401,1,1999-07-20,TRUE,TRUE,TRUE
Q015,2000,2,1,1,WEST,WEST,380190,201400,2,2000-09-05,TRUE,TRUE,TRUE
Q015,2001,3,1,1,LARCH,BOX,380621,201409,3,2001-10-16,TRUE,TRUE,TRUE
Q015,2002,2,1,1,LARCH,BOX,380621,201409,2,2002-05-29,TRUE,TRUE,TRUE
Q015,2003,1,1,1,WEST,WEST,380190,201400,1,2003-10-28,TRUE,TRUE,TRUE
Q015,2004,3,2,1,LARCH,LARCH,380541,201242,2,2004-10-20,TRUE,TRUE,TRUE
Q015,2005,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
Q016,1999,3,1,1,WEST,WEST,380190,201400,3,1999-09-21,TRUE,TRUE,FALSE
Q016,2000,1,1,1,WEST,WEST,380190,201400,1,2000-01-11,TRUE,TRUE,FALSE
Q017,1999,1,1,1,HEDGE,HEDGE,381350,200278,1,1999-05-26,TRUE,TRUE,FALSE
Q018,1999,2,1,1,HEDGE,HEDGE,381350,200278,2,1999-07-20,TRUE,TRUE,FALSE
Q019,1999,1,1,1,HEDGE,HEDGE,381350,200278,1,1999-05-26,TRUE,TRUE,FALSE
Q020,1999,1,1,1,HEDGE,HEDGE,381350,200278,1,1999-05-26,TRUE,TRUE,FALSE
Q021,1999,1,1,1,HEDGE,HEDGE,381350,200278,1,1999-05-26,TRUE,TRUE,FALSE
Q022,1999,2,1,1,HEDGE,HEDGE,381350,200278,2,1999-07-20,TRUE,TRUE,FALSE
Q023,1999,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,1999-07-20,TRUE,TRUE,FALSE
Q024,1999,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,1999-07-20,TRUE,TRUE,FALSE
Q025,1999,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,1999-07-21,TRUE,TRUE,FALSE
Q026,1999,3,2,1,ARTHURS,ARTHURS,380534,200550,2,1999-09-22,TRUE,TRUE,TRUE
Q026,2000,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2000-10-04,TRUE,TRUE,TRUE
Q026,2001,1,1,1,ARTHURS,ARTHURS,380534,200550,1,2001-09-05,TRUE,TRUE,TRUE
Q026,2002,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2002-08-06,TRUE,TRUE,TRUE
Q027,1999,2,1,1,ARTHURS,ARTHURS,380534,200550,2,1999-07-20,TRUE,TRUE,FALSE
Q027,2000,2,2,2,ARTHURS,JUNCTION,380841,200432,1,2000-05-24,TRUE,TRUE,FALSE
Q028,1999,5,2,1,JUNCTION,JUNCTION,380841,200432,3,1999-10-12,TRUE,TRUE,TRUE
Q028,2000,3,1,1,JUNCTION,JUNCTION,380841,200432,3,2000-10-04,TRUE,TRUE,TRUE
Q028,2001,3,2,1,JUNCTION,JUNCTION,380841,200432,2,2001-10-16,TRUE,TRUE,TRUE
Q028,2002,3,3,1,JUNCTION,JUNCTION,380841,200432,1,2002-10-22,TRUE,TRUE,TRUE
Q028,2003,2,2,1,JUNCTION,JUNCTION,380841,200432,1,2003-10-28,TRUE,TRUE,TRUE
Q028,2004,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2004-10-19,TRUE,TRUE,TRUE
Q028,2005,2,2,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2005-07-20,TRUE,TRUE,TRUE
Q028,2006,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2006-07-19,TRUE,TRUE,TRUE
Q028,2008,3,2,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,2008-12-09,TRUE,TRUE,TRUE
Q028,2010,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2010-09-07,TRUE,TRUE,TRUE
Q028,2011,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2011-05-04,TRUE,TRUE,TRUE
Q029,1999,2,1,1,WOODRUSH,WOODRUSH,382713,200607,2,1999-08-03,TRUE,TRUE,TRUE
Q029,2000,3,2,1,WOODRUSH,FORK,382786,200771,2,2000-08-22,TRUE,TRUE,TRUE
Q029,2001,3,2,1,WOODRUSH,FORK,382786,200771,2,2001-08-22,TRUE,TRUE,TRUE
Q030,1999,2,1,1,KENNEL,KENNEL,382464,200922,2,1999-08-03,TRUE,TRUE,FALSE
Q031,1999,3,1,1,KENNEL,KENNEL,382464,200922,3,1999-10-26,TRUE,TRUE,TRUE
Q031,2000,3,3,2,WYCHELM,WYCHELM,382074,201085,1,2000-08-22,TRUE,TRUE,TRUE
Q031,2001,3,2,2,KENNEL,KENNEL,382464,200922,2,2001-10-02,TRUE,TRUE,TRUE
Q031,2004,1,1,1,WYCHELM,WYCHELM,382074,201085,1,2004-06-08,TRUE,TRUE,TRUE
Q032,1999,3,2,1,PONTINS,BOG,382099,200773,2,1999-10-26,TRUE,TRUE,TRUE
Q032,2000,3,2,2,PONTINS,BOG,382099,200773,2,2000-06-20,TRUE,TRUE,TRUE
Q032,2001,3,2,1,PONTINS,BOG,382099,200773,2,2001-10-03,TRUE,TRUE,TRUE
Q032,2002,1,1,1,PEGLARS,PEGLARS,382355,200596,1,2002-06-18,TRUE,TRUE,TRUE
Q033,1999,3,1,1,WOODRUSH,WOODRUSH,382713,200607,3,1999-10-26,TRUE,TRUE,TRUE
Q033,2000,4,2,1,WOODRUSH,FORK,382786,200771,2,2000-10-31,TRUE,TRUE,TRUE
Q033,2001,3,2,1,WOODRUSH,WOODRUSH,382713,200607,2,2001-08-21,TRUE,TRUE,TRUE
Q033,2002,2,1,1,WOODRUSH,WOODRUSH,382713,200607,2,2002-08-20,TRUE,TRUE,TRUE
Q033,2003,1,1,1,WOODRUSH,FORK,382786,200771,1,2003-08-19,TRUE,TRUE,TRUE
Q033,2004,2,1,1,WOODRUSH,FORK,382786,200771,2,2004-09-22,TRUE,TRUE,TRUE
Q033,2005,2,1,1,WOODRUSH,WOODRUSH,382713,200607,2,2005-08-02,TRUE,TRUE,TRUE
Q033,2006,2,2,1,WOODRUSH,WOODRUSH,382713,200607,1,2006-08-01,TRUE,TRUE,TRUE
Q034,1999,1,1,1,TOP,TOP,381795,200962,1,1999-06-22,TRUE,TRUE,FALSE
Q035,1999,1,1,1,WYCHELM,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
Q036,1999,3,2,2,PARKMILL,PARKMILL,383730,200924,2,1999-11-09,TRUE,TRUE,TRUE
Q036,2000,4,1,1,PARKMILL,PARKMILL,383730,200924,4,2000-11-28,TRUE,TRUE,TRUE
Q036,2001,3,2,1,PARKMILL,PARKMILL,383730,200924,2,2001-08-07,TRUE,TRUE,TRUE
Q036,2002,2,1,1,PARKMILL,PARKMILL,383730,200924,2,2002-09-10,TRUE,TRUE,TRUE
Q036,2003,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2003-09-02,TRUE,TRUE,TRUE
Q036,2005,2,1,1,PARKMILL,PARKMILL,383730,200924,2,2005-08-16,TRUE,TRUE,TRUE
Q036,2006,2,1,1,PARKMILL,SCOTLANDBANK,383412,200931,2,2006-08-15,TRUE,TRUE,TRUE
Q036,2007,2,1,1,PARKMILL,PARKMILL,383730,200924,2,2007-06-05,TRUE,TRUE,TRUE
Q037,1999,1,1,1,WYCHELM,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
Q038,1999,4,2,1,BEECH,BEECH,380931,201164,3,1999-11-29,TRUE,TRUE,FALSE
Q038,2000,1,1,1,BEECH,CHESNUT,380834,201150,1,2000-01-25,TRUE,TRUE,FALSE
Q039,1999,3,1,1,KENNEL,KENNEL,382464,200922,3,1999-10-26,TRUE,TRUE,TRUE
Q039,2000,3,1,1,KENNEL,KENNEL,382464,200922,3,2000-08-23,TRUE,TRUE,TRUE
Q039,2001,3,3,1,KENNEL,NEEDLES,382440,200974,1,2001-10-02,TRUE,TRUE,TRUE
Q039,2002,3,3,2,KENNEL,OLDOAK,382624,201274,1,2002-11-19,TRUE,TRUE,TRUE
Q040,1999,1,1,1,TOP,TOP,381795,200962,1,1999-06-22,TRUE,TRUE,FALSE
Q041,1999,2,1,1,TOP,TOP,381795,200962,2,1999-08-04,TRUE,TRUE,FALSE
Q041,2000,1,1,1,TOP,TOP,381795,200962,1,2000-01-25,TRUE,TRUE,FALSE
Q042,1999,1,1,1,YEW,TAXUS,381737,201220,1,1999-06-22,TRUE,TRUE,FALSE
Q043,1999,2,2,1,TOP,SAPLING,381716,201013,1,1999-08-03,TRUE,TRUE,FALSE
Q044,1999,1,1,1,YEW,TAXUS,381737,201220,1,1999-06-22,TRUE,TRUE,FALSE
Q045,1999,1,1,1,YEW,YEW,381619,201268,1,1999-06-22,TRUE,TRUE,FALSE
Q046,1999,5,2,1,BEECH,BEECH,380931,201164,3,1999-10-26,TRUE,TRUE,TRUE
Q046,2000,3,2,1,BEECH,BEECH,380931,201164,2,2000-07-18,TRUE,TRUE,TRUE
Q046,2001,1,1,1,BEECH,BEECH,380931,201164,1,2001-10-02,TRUE,TRUE,TRUE
Q047,1999,5,3,1,BEECH,CHESNUT,380834,201150,3,1999-08-17,TRUE,TRUE,FALSE
Q048,1999,2,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,1999-08-03,TRUE,TRUE,TRUE
Q048,2000,3,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,3,2000-10-31,TRUE,TRUE,TRUE
Q048,2001,3,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,3,2001-10-02,TRUE,TRUE,TRUE
Q049,1999,3,2,1,SEPTICTANK,SEPTICTANK,381357,201285,2,1999-08-03,TRUE,TRUE,TRUE
Q049,2000,2,2,1,SEPTICTANK,HUNTINGGATE,381247,201345,1,2000-08-22,TRUE,TRUE,TRUE
Q049,2001,4,4,3,BEECH,CHESNUT,380834,201150,1,2001-08-21,TRUE,TRUE,TRUE
Q050,1999,2,2,1,SEPTICTANK,LAURELS,381180,201357,1,1999-08-04,TRUE,TRUE,FALSE
Q051,1999,3,2,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,1999-08-03,TRUE,TRUE,FALSE
Q052,1999,3,2,1,SEPTICTANK,SEPTICTANK,381357,201285,2,1999-08-03,TRUE,TRUE,TRUE
Q052,2000,3,2,1,SEPTICTANK,SEPTICTANK,381357,201285,2,2000-08-22,TRUE,TRUE,TRUE
Q052,2001,2,2,2,WYCHELM,POPLAR,382132,201047,1,2001-08-21,TRUE,TRUE,TRUE
Q053,1999,3,1,1,SEPTICTANK,SEPTICTANK,381357,201285,3,1999-10-27,TRUE,TRUE,FALSE
Q053,2000,2,2,2,SEPTICTANK,LAURELS,381180,201357,1,2000-08-22,TRUE,TRUE,FALSE
Q054,1999,2,1,1,PEGLARS,PEGLARS,382355,200596,2,1999-10-27,TRUE,TRUE,FALSE
Q054,2000,1,1,1,PEGLARS,PEGLARS,382355,200596,1,2000-06-20,TRUE,TRUE,FALSE
Q055,1999,1,1,1,PEGLARS,PEGLARS,382355,200596,1,1999-06-23,TRUE,TRUE,FALSE
Q056,1999,1,1,1,TOP,TOP,381795,200962,1,1999-06-23,TRUE,TRUE,FALSE
Q057,1999,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,1999-06-23,TRUE,TRUE,FALSE
Q058,1999,3,2,1,PONTINS,BOG,382099,200773,2,1999-10-26,TRUE,TRUE,FALSE
Q058,2000,1,1,1,PONTINS,BOG,382099,200773,1,2000-01-25,TRUE,TRUE,FALSE
Q059,1999,6,3,1,BEECH,BEECH,380931,201164,3,1999-11-29,TRUE,TRUE,TRUE
Q059,2000,4,2,1,BEECH,BEECH,380931,201164,3,2000-08-22,TRUE,TRUE,TRUE
Q059,2001,2,2,1,BEECH,BEECH,380931,201164,1,2001-08-21,TRUE,TRUE,TRUE
Q060,1999,3,1,1,INCHBROOK,INCHBROOK,384013,200739,3,1999-11-09,TRUE,TRUE,TRUE
Q060,2001,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2001-06-13,TRUE,TRUE,TRUE
Q060,2002,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2002-09-11,TRUE,TRUE,TRUE
Q060,2004,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2004-10-06,TRUE,TRUE,TRUE
Q061,1999,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1999-07-06,TRUE,TRUE,FALSE
Q061,2000,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2000-02-09,TRUE,TRUE,FALSE
Q062,1999,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1999-07-06,TRUE,TRUE,FALSE
Q063,1999,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1999-07-06,TRUE,TRUE,FALSE
Q064,1999,3,1,1,PARKMILL,PARKMILL,383730,200924,3,1999-11-09,TRUE,TRUE,FALSE
Q064,2000,3,1,1,PARKMILL,PARKMILL,383730,200924,3,2000-10-17,TRUE,TRUE,FALSE
Q065,1999,2,1,1,PARKMILL,PARKMILL,383730,200924,2,1999-09-07,TRUE,TRUE,TRUE
Q065,2000,2,1,1,PARKMILL,PARKMILL,383730,200924,2,2000-10-17,TRUE,TRUE,TRUE
Q065,2001,2,2,1,PARKMILL,PARKMILL,383730,200924,1,2001-09-18,TRUE,TRUE,TRUE
Q065,2002,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2002-09-10,TRUE,TRUE,TRUE
Q065,2007,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2007-09-11,TRUE,TRUE,TRUE
Q065,2008,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
Q066,1999,2,1,1,PARKMILL,PARKMILL,383730,200924,2,1999-09-07,TRUE,TRUE,TRUE
Q066,2000,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2000-07-04,TRUE,TRUE,TRUE
Q066,2001,2,2,1,PARKMILL,SCOTLANDBANK,383412,200931,1,2001-06-12,TRUE,TRUE,TRUE
Q066,2003,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2003-06-04,TRUE,TRUE,TRUE
Q066,2005,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2005-06-22,TRUE,TRUE,TRUE
Q066,2007,2,2,2,NETTLE,DAM,383126,200958,1,2007-11-06,TRUE,TRUE,TRUE
Q066,2008,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2008-01-08,TRUE,TRUE,TRUE
Q067,1999,3,1,1,WOODFARM,WOODFARM,383337,200429,3,1999-11-09,TRUE,TRUE,TRUE
Q067,2000,5,1,1,WOODFARM,WOODFARM,383337,200429,5,2000-11-29,TRUE,TRUE,TRUE
Q067,2001,4,2,1,WINDSOREDGE,WINDSOREDGE,383635,200531,3,2001-09-19,TRUE,TRUE,TRUE
Q068,1999,2,2,1,WOODFARM,WOODFARM,383337,200429,1,1999-07-06,TRUE,TRUE,FALSE
Q069,1999,3,1,1,WOODFARM,WOODFARM,383337,200429,3,1999-11-09,TRUE,TRUE,FALSE
Q069,2000,4,1,1,WOODFARM,WOODFARM,383337,200429,4,2000-11-28,TRUE,TRUE,FALSE
Q070,1999,3,1,1,WOODFARM,WOODFARM,383337,200429,3,1999-11-09,TRUE,TRUE,TRUE
Q070,2000,2,1,1,WOODFARM,WOODFARM,383337,200429,2,2000-07-04,TRUE,TRUE,TRUE
Q070,2001,4,2,1,WINDSOREDGE,WINDSOREDGE,383635,200531,3,2001-09-18,TRUE,TRUE,TRUE
Q071,1999,1,1,1,BREAKHEART,BREAKHEART,381370,201620,1,1999-07-07,TRUE,TRUE,FALSE
Q072,1999,3,3,1,NETTLE,NETTLE,383024,201142,1,1999-11-09,TRUE,TRUE,TRUE
Q072,2000,3,1,1,NETTLE,NETTLE,383024,201142,3,2000-10-17,TRUE,TRUE,TRUE
Q072,2001,1,1,1,NETTLE,NETTLE,383024,201142,1,2001-06-12,TRUE,TRUE,TRUE
Q072,2002,1,1,1,NETTLE,NETTLE,383024,201142,1,2002-07-10,TRUE,TRUE,TRUE
Q072,2003,2,2,1,OLDOAK,OLDOAK,382624,201274,1,2003-09-03,TRUE,TRUE,TRUE
Q072,2005,2,2,2,NETTLE,LINSEED,383011,201367,1,2005-08-17,TRUE,TRUE,TRUE
Q072,2006,1,1,1,OLDOAK,OLDOAK,382624,201274,1,2006-05-24,TRUE,TRUE,TRUE
Q073,1999,2,2,1,BREAKHEART,BULLPEN,381230,201693,1,1999-09-08,TRUE,TRUE,FALSE
Q073,2000,1,1,1,BREAKHEART,BREAKHEART,381370,201620,1,2000-02-09,TRUE,TRUE,FALSE
Q074,1999,3,3,1,CEDAR,RABBIT,380856,201662,1,1999-11-09,TRUE,TRUE,TRUE
Q074,2000,4,2,1,CEDAR,RABBIT,380856,201662,3,2000-10-17,TRUE,TRUE,TRUE
Q074,2001,2,1,1,CEDAR,CEDAR,381022,201589,2,2001-09-18,TRUE,TRUE,TRUE
Q074,2002,2,1,1,CEDAR,CEDAR,381022,201589,2,2002-09-10,TRUE,TRUE,TRUE
Q074,2003,4,3,2,CEDAR,RABBIT,380856,201662,2,2003-09-02,TRUE,TRUE,TRUE
Q074,2004,1,1,1,CEDAR,RABBIT,380856,201662,1,2004-07-07,TRUE,TRUE,TRUE
Q074,2005,3,2,1,CEDAR,RABBIT,380856,201662,2,2005-10-11,TRUE,TRUE,TRUE
Q074,2006,1,1,1,CEDAR,CEDAR,381022,201589,1,2006-08-15,TRUE,TRUE,TRUE
Q074,2007,2,2,1,CEDAR,FOX,381016,201635,1,2007-09-11,TRUE,TRUE,TRUE
Q074,2008,1,1,1,CEDAR,RABBIT,380856,201662,1,2008-06-03,TRUE,TRUE,TRUE
Q075,1999,2,2,1,ARTHURS,ARTHURS,380534,200550,1,1999-09-22,TRUE,TRUE,FALSE
Q075,2000,1,1,1,ARTHURS,BRAMBLE,380625,200466,1,2000-09-05,TRUE,TRUE,FALSE
Q076,1999,1,1,1,HEDGE,HEDGE,381350,200278,1,1999-07-20,TRUE,TRUE,FALSE
Q077,1999,2,2,1,ARTHURS,ARTHURS,380534,200550,1,1999-09-22,TRUE,TRUE,TRUE
Q077,2000,2,2,1,ARTHURS,BRAMBLE,380625,200466,1,2000-09-05,TRUE,TRUE,TRUE
Q077,2001,1,1,1,ARTHURS,ARTHURS,380534,200550,1,2001-07-25,TRUE,TRUE,TRUE
Q077,2002,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,2002-08-07,TRUE,TRUE,TRUE
Q077,2003,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,2003-08-05,TRUE,TRUE,TRUE
Q077,2004,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,2004-05-25,TRUE,TRUE,TRUE
Q078,1999,1,1,1,WEST,CORRAL,380279,201409,1,1999-07-20,TRUE,TRUE,TRUE
Q078,2000,4,2,1,WEST,WEST,380190,201400,3,2000-09-05,TRUE,TRUE,TRUE
Q078,2001,2,1,1,WEST,WEST,380190,201400,2,2001-07-24,TRUE,TRUE,TRUE
Q078,2002,2,1,1,WEST,WEST,380190,201400,2,2002-10-22,TRUE,TRUE,TRUE
Q079,1999,2,2,1,WEST,WEST,380190,201400,1,1999-09-22,TRUE,TRUE,TRUE
Q079,2000,3,2,1,WEST,WEST,380190,201400,2,2000-10-03,TRUE,TRUE,TRUE
Q079,2001,2,2,1,WEST,WEST,380190,201400,1,2001-06-26,TRUE,TRUE,TRUE
Q080,1999,3,2,1,WEST,WEST,380190,201400,2,1999-10-15,TRUE,TRUE,FALSE
Q080,2000,1,1,1,WEST,WEST,380190,201400,1,2000-01-11,TRUE,TRUE,FALSE
Q081,1999,4,2,1,JUNCTION,OPEN,380812,200417,3,1999-10-12,TRUE,TRUE,TRUE
Q081,2000,3,2,1,JUNCTION,JUNCTION,380841,200432,2,2000-09-05,TRUE,TRUE,TRUE
Q081,2001,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2001-09-05,TRUE,TRUE,TRUE
Q081,2002,3,2,1,JUNCTION,JUNCTION,380841,200432,2,2002-10-22,TRUE,TRUE,TRUE
Q081,2003,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2003-10-28,TRUE,TRUE,TRUE
Q081,2004,1,1,1,JUNCTION,EARTH,380906,200398,1,2004-08-24,TRUE,TRUE,TRUE
Q081,2005,3,2,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,2005-09-14,TRUE,TRUE,TRUE
Q081,2006,2,2,1,JUNCTION,JUNCTION,380841,200432,1,2006-10-24,TRUE,TRUE,TRUE
Q081,2007,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2007-10-24,TRUE,TRUE,TRUE
Q081,2008,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2008-07-22,TRUE,TRUE,TRUE
Q081,2009,4,1,1,JUNCTION,JUNCTION,380841,200432,4,2009-12-15,TRUE,TRUE,TRUE
Q081,2010,2,2,1,JUNCTION,JUNCTION,380841,200432,1,2010-09-07,TRUE,TRUE,TRUE
Q082,1999,3,2,1,JACKSMIREY,JACKSMIREY,380678,200030,2,1999-10-12,TRUE,TRUE,FALSE
Q082,2000,3,2,1,JACKSMIREY,JACKSMIREY,380678,200030,2,2000-05-17,TRUE,TRUE,FALSE
Q083,1999,4,1,1,JACKSMIREY,JACKSMIREY,380678,200030,4,1999-10-12,TRUE,TRUE,TRUE
Q083,2000,5,1,1,JACKSMIREY,JACKSMIREY,380678,200030,5,2000-09-06,TRUE,TRUE,TRUE
Q083,2001,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,2001-07-25,TRUE,TRUE,TRUE
Q084,1999,2,1,1,WEST,WEST,380190,201400,2,1999-09-21,TRUE,TRUE,TRUE
Q084,2000,4,2,1,WEST,CARPARK,379814,201477,2,2000-10-03,TRUE,TRUE,TRUE
Q084,2001,2,2,1,WEST,CARPARK,379814,201477,1,2001-07-24,TRUE,TRUE,TRUE
Q084,2002,3,2,1,WEST,WEST,380190,201400,2,2002-08-07,TRUE,TRUE,TRUE
Q085,1999,5,2,1,BEECH,BEECH,380931,201164,3,1999-11-29,TRUE,TRUE,TRUE
Q085,2000,4,2,1,BEECH,CHESNUT,380834,201150,3,2000-10-31,TRUE,TRUE,TRUE
Q085,2001,2,2,1,BEECH,BEECH,380931,201164,1,2001-08-21,TRUE,TRUE,TRUE
Q086,1999,2,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,1999-10-26,TRUE,TRUE,TRUE
Q086,2000,3,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,3,2000-08-22,TRUE,TRUE,TRUE
Q086,2001,3,2,2,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,2001-06-26,TRUE,TRUE,TRUE
Q087,1999,3,1,1,HEDGE,HEDGE,381350,200278,3,1999-10-12,TRUE,TRUE,TRUE
Q087,2000,4,1,1,HEDGE,HEDGE,381350,200278,4,2000-09-05,TRUE,TRUE,TRUE
Q087,2005,1,1,1,HEDGE,HEDGE,381350,200278,1,2005-07-19,TRUE,TRUE,TRUE
Q087,2007,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
Q088,1999,1,1,1,HONEYWELL,FOREST,381920,201658,1,1999-09-07,TRUE,TRUE,FALSE
Q088,2000,3,2,2,COLEPARK,COLEPARK,382049,201493,2,2000-10-18,TRUE,TRUE,FALSE
Q089,1999,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1999-09-07,TRUE,TRUE,FALSE
Q090,1999,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1999-09-07,TRUE,TRUE,TRUE
