tattoo,capture_date,primary_year,trap_season,has_live_capture,has_pm_record,sett,socg,where,comment,sex,age_fc,year_fc,modal_sett,differs_from_modal,culture_tested,culture_positive,culture_samples,ifn_tested,ifn_positive,dpp_tested,dpp_positive,hist_tested,hist_positive,tested_this_season,any_positive_test,Sett_Clean,SG_id,x,y,quarter_idx,previous_q,previous_year,previous_season,previous_sett,previous_SG,previous_x,previous_y,delta_q,distance_m,same_sett,same_SG,movement_type
U005,2002-02-05,2002,1,TRUE,FALSE,WOODFARM,WOODFARM,SETT,,Male,Cub,2001,WOODFARM,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,WOODFARM,22,383337,200429,105,103,2001,3,WOODFARM,22,383337,200429,2,0,TRUE,TRUE,same sett
U005,2002-09-11,2002,3,TRUE,FALSE,WOODFARM,WOODFARM,SETT,Health screening.,Male,Cub,2001,WOODFARM,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,WOODFARM,22,383337,200429,107,105,2002,1,WOODFARM,22,383337,200429,2,0,TRUE,TRUE,same sett
U005,2003-09-02,2003,3,TRUE,FALSE,WOODFARM,WOODFARM,SETT,Large swelling in left inguinal area (possible popliteal lymph gland?).  Health screening.,Male,Cub,2001,WOODFARM,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,WOODFARM,22,383337,200429,111,107,2002,3,WOODFARM,22,383337,200429,4,0,TRUE,TRUE,same sett
U007,2001-08-07,2001,3,TRUE,FALSE,WOODFARM,WOODFARM,SETT,,Female,Cub,2001,WOODFARM,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,WOODFARM,22,383337,200429,103,102,2001,2,WOODFARM,22,383337,200429,1,0,TRUE,TRUE,same sett
U008,2001-09-18,2001,3,TRUE,FALSE,NETTLE,NETTLE,SETT,,Female,Cub,2001,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NETTLE,18,383024,201142,103,102,2001,2,NETTLE,18,383024,201142,1,0,TRUE,TRUE,same sett
U008,2002-02-06,2002,1,TRUE,FALSE,DAM,NETTLE,SETT,,Female,Cub,2001,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,DAM,19,383126,200958,105,103,2001,3,NETTLE,18,383024,201142,2,210.38060747131613,FALSE,FALSE,different SG
U008,2002-09-10,2002,3,TRUE,FALSE,OLDOAK,OLDOAK,SETT,No bloods received.,Female,Cub,2001,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,107,105,2002,1,DAM,19,383126,200958,2,593.1778822579278,FALSE,FALSE,different SG
U008,2002-11-19,2002,4,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Female,Cub,2001,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,108,107,2002,3,OLDOAK,17,382624,201274,1,0,TRUE,TRUE,same sett
U008,2003-06-03,2003,2,TRUE,FALSE,NETTLE,NETTLE,SETT,,Female,Cub,2001,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NETTLE,18,383024,201142,110,108,2002,4,OLDOAK,17,382624,201274,2,421.2172835960082,FALSE,FALSE,different SG
U008,2003-09-03,2003,3,TRUE,FALSE,TOPOAK,OLDOAK,SETT,,Female,Cub,2001,OLDOAK,TRUE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TOPOAK,17,382616,201525,111,110,2003,2,NETTLE,18,383024,201142,1,559.6007505355939,FALSE,FALSE,different SG
U008,2004-07-06,2004,3,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Female,Cub,2001,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,115,111,2003,3,TOPOAK,17,382616,201525,4,251.127457678367,FALSE,TRUE,"different sett, same SG"
U008,2005-06-21,2005,2,TRUE,FALSE,DAM,NETTLE,SETT,,Female,Cub,2001,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,DAM,19,383126,200958,118,115,2004,3,OLDOAK,17,382624,201274,3,593.1778822579278,FALSE,FALSE,different SG
U008,2006-05-24,2006,2,TRUE,FALSE,HOLLOWTREE,NETTLE,SETT,Tick sample taken,Female,Cub,2001,OLDOAK,TRUE,TRUE,FALSE,TA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HOLLOWTREE,18,382930,201326,122,118,2005,2,DAM,19,383126,200958,4,416.94124286282835,FALSE,FALSE,different SG
U008,2007-06-05,2007,2,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Female,Cub,2001,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,126,122,2006,2,HOLLOWTREE,18,382930,201326,4,310.3868553917836,FALSE,FALSE,different SG
U008,2009-05-05,2009,2,TRUE,FALSE,OLDOAK,OLDOAK,SETT,Vibrissae taken.,Female,Cub,2001,OLDOAK,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,134,126,2007,2,OLDOAK,17,382624,201274,8,0,TRUE,TRUE,same sett
U008,2009-10-14,2009,4,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Female,Cub,2001,OLDOAK,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,136,134,2009,2,OLDOAK,17,382624,201274,2,0,TRUE,TRUE,same sett
U009,2001-09-18,2001,3,TRUE,FALSE,NETTLE,NETTLE,SETT,,Male,Cub,2001,NETTLE,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NETTLE,18,383024,201142,103,102,2001,2,NETTLE,18,383024,201142,1,0,TRUE,TRUE,same sett
U009,2002-02-05,2002,1,TRUE,FALSE,NETTLE,NETTLE,SETT,,Male,Cub,2001,NETTLE,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NETTLE,18,383024,201142,105,103,2001,3,NETTLE,18,383024,201142,2,0,TRUE,TRUE,same sett
U009,2002-09-10,2002,3,TRUE,FALSE,HOLLOWTREE,NETTLE,SETT,,Male,Cub,2001,NETTLE,TRUE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,HOLLOWTREE,18,382930,201326,107,105,2002,1,NETTLE,18,383024,201142,2,206.6204249342257,FALSE,TRUE,"different sett, same SG"
U009,2002-11-19,2002,4,TRUE,FALSE,NETTLE,NETTLE,SETT,,Male,Cub,2001,NETTLE,FALSE,TRUE,TRUE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NETTLE,18,383024,201142,108,107,2002,3,HOLLOWTREE,18,382930,201326,1,206.6204249342257,FALSE,TRUE,"different sett, same SG"
U009,2003-06-04,2003,2,TRUE,FALSE,NETTLE,NETTLE,SETT,,Male,Cub,2001,NETTLE,FALSE,TRUE,TRUE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NETTLE,18,383024,201142,110,108,2002,4,NETTLE,18,383024,201142,2,0,TRUE,TRUE,same sett
U009,2003-09-02,2003,3,TRUE,FALSE,NETTLE,NETTLE,SETT,Health screening,Male,Cub,2001,NETTLE,FALSE,TRUE,TRUE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NETTLE,18,383024,201142,111,110,2003,2,NETTLE,18,383024,201142,1,0,TRUE,TRUE,same sett
U009,2004-02-03,2004,1,TRUE,FALSE,HOLLOWTREE,NETTLE,SETT,Both lower canines broken.  Health screening.,Male,Cub,2001,NETTLE,TRUE,TRUE,TRUE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,HOLLOWTREE,18,382930,201326,113,111,2003,3,NETTLE,18,383024,201142,2,206.6204249342257,FALSE,TRUE,"different sett, same SG"
U009,2004-11-23,2004,4,TRUE,FALSE,DAM,NETTLE,SETT,Both lower canines broken. Large tennis ball sized growth on lower part of front left leg. TA2 taken (super excretor).,Male,Cub,2001,NETTLE,TRUE,TRUE,TRUE,BODY | FAECES | OA | TA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,DAM,19,383126,200958,116,113,2004,1,HOLLOWTREE,18,382930,201326,3,416.94124286282835,FALSE,FALSE,different SG
U010,2001-09-19,2001,3,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,,Male,Cub,2001,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BOXWOOD,7,381241,201774,103,102,2001,2,BOXWOOD,7,381241,201774,1,0,TRUE,TRUE,same sett
U010,2002-02-05,2002,1,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,,Male,Cub,2001,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BOXWOOD,7,381241,201774,105,103,2001,3,BOXWOOD,7,381241,201774,2,0,TRUE,TRUE,same sett
U010,2002-11-19,2002,4,TRUE,FALSE,HONEYWELL,HONEYWELL,SETT,,Male,Cub,2001,BOXWOOD,TRUE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HONEYWELL,8,381931,201706,108,105,2002,1,BOXWOOD,7,381241,201774,3,693.3426281428252,FALSE,FALSE,different SG
U011,2001-09-18,2001,3,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,,Male,Cub,2001,BOXWOOD,FALSE,TRUE,FALSE,OA | FAECES,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BOXWOOD,7,381241,201774,103,102,2001,2,BOXWOOD,7,381241,201774,1,0,TRUE,TRUE,same sett
U012,2001-09-18,2001,3,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,,Male,Cub,2001,INCHBROOK,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,INCHBROOK,999,384013,200739,103,102,2001,2,INCHBROOK,999,384013,200739,1,0,TRUE,TRUE,same sett
U012,2002-02-05,2002,1,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,,Male,Cub,2001,INCHBROOK,FALSE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,INCHBROOK,999,384013,200739,105,103,2001,3,INCHBROOK,999,384013,200739,2,0,TRUE,TRUE,same sett
U012,2002-09-10,2002,3,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,,Male,Cub,2001,INCHBROOK,FALSE,TRUE,FALSE,OA | URINE | FAECES,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,INCHBROOK,999,384013,200739,107,105,2002,1,INCHBROOK,999,384013,200739,2,0,TRUE,TRUE,same sett
U012,2003-06-03,2003,2,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,Health screening,Male,Cub,2001,INCHBROOK,FALSE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,INCHBROOK,999,384013,200739,110,107,2002,3,INCHBROOK,999,384013,200739,3,0,TRUE,TRUE,same sett
U012,2003-09-02,2003,3,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,Split on back left pad - swab taken.,Male,Cub,2001,INCHBROOK,FALSE,TRUE,FALSE,BODY | FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,INCHBROOK,999,384013,200739,111,110,2003,2,INCHBROOK,999,384013,200739,1,0,TRUE,TRUE,same sett
U012,2004-07-06,2004,3,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,Ex blood health screening,Male,Cub,2001,INCHBROOK,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,INCHBROOK,999,384013,200739,115,111,2003,3,INCHBROOK,999,384013,200739,4,0,TRUE,TRUE,same sett
U012,2008-06-03,2008,2,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,,Male,Cub,2001,INCHBROOK,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,INCHBROOK,999,384013,200739,130,115,2004,3,INCHBROOK,999,384013,200739,15,0,TRUE,TRUE,same sett
U019,2001-08-22,2001,3,TRUE,FALSE,TAXUS,YEW,SETT,,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,103,102,2001,2,TAXUS,11,381737,201220,1,0,TRUE,TRUE,same sett
U019,2001-10-03,2001,4,TRUE,FALSE,TAXUS,YEW,SETT,,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,104,103,2001,3,TAXUS,11,381737,201220,1,0,TRUE,TRUE,same sett
U019,2002-01-22,2002,1,TRUE,FALSE,TAXUS,YEW,SETT,Health screening. HEALED BITE WOUNDS ON RUMP.,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,105,104,2001,4,TAXUS,11,381737,201220,1,0,TRUE,TRUE,same sett
U019,2002-06-18,2002,2,TRUE,FALSE,TAXUS,YEW,SETT,,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,106,105,2002,1,TAXUS,11,381737,201220,1,0,TRUE,TRUE,same sett
U019,2002-08-20,2002,3,TRUE,FALSE,TAXUS,YEW,NA,,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,107,106,2002,2,TAXUS,11,381737,201220,1,0,TRUE,TRUE,same sett
U020,2001-08-21,2001,3,TRUE,FALSE,TAXUS,YEW,SETT,,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,103,102,2001,2,TAXUS,11,381737,201220,1,0,TRUE,TRUE,same sett
U020,2002-01-22,2002,1,TRUE,FALSE,TAXUS,YEW,SETT,,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,105,103,2001,3,TAXUS,11,381737,201220,2,0,TRUE,TRUE,same sett
U020,2002-06-18,2002,2,TRUE,FALSE,TAXUS,YEW,SETT,Health screening.,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,106,105,2002,1,TAXUS,11,381737,201220,1,0,TRUE,TRUE,same sett
U020,2002-08-21,2002,3,TRUE,FALSE,TAXUS,YEW,NA,,Male,Cub,2001,TAXUS,FALSE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,107,106,2002,2,TAXUS,11,381737,201220,1,0,TRUE,TRUE,same sett
U021,2001-08-21,2001,3,TRUE,FALSE,SEPTICTANK,SEPTICTANK,SETT,,Male,Cub,2001,SEPTICTANK,FALSE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,SEPTICTANK,10,381357,201285,103,102,2001,2,YEW,11,381619,201268,1,262.5509474368737,FALSE,FALSE,different SG
U021,2001-10-02,2001,4,TRUE,FALSE,SEPTICTANK,SEPTICTANK,SETT,,Male,Cub,2001,SEPTICTANK,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,SEPTICTANK,10,381357,201285,104,103,2001,3,SEPTICTANK,10,381357,201285,1,0,TRUE,TRUE,same sett
U023,2001-10-02,2001,4,TRUE,FALSE,BEECH,BEECH,SETT,,Female,Cub,2001,BEECH,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BEECH,3,380931,201164,104,103,2001,3,CHESNUT,3,380834,201150,1,98.00510190801293,FALSE,TRUE,"different sett, same SG"
U023,2002-01-22,2002,1,TRUE,FALSE,MANSION,BEECH,SETT,,Female,Cub,2001,BEECH,TRUE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,MANSION,3,380901,201150,105,104,2001,4,BEECH,3,380931,201164,1,33.1058907144937,FALSE,TRUE,"different sett, same SG"
U023,2002-06-18,2002,2,TRUE,FALSE,BEECH,BEECH,SETT,,Female,Cub,2001,BEECH,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BEECH,3,380931,201164,106,105,2002,1,MANSION,3,380901,201150,1,33.1058907144937,FALSE,TRUE,"different sett, same SG"
U023,2002-11-06,2002,4,TRUE,FALSE,BEECH,BEECH,SETT,Health screening.,Female,Cub,2001,BEECH,FALSE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BEECH,3,380931,201164,108,106,2002,2,BEECH,3,380931,201164,2,0,TRUE,TRUE,same sett
U024,2001-10-03,2001,4,TRUE,FALSE,CHESNUT,BEECH,SETT,,Male,Cub,2001,BEECH,TRUE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CHESNUT,3,380834,201150,104,103,2001,3,BEECH,3,380931,201164,1,98.00510190801293,FALSE,TRUE,"different sett, same SG"
U024,2002-01-22,2002,1,TRUE,FALSE,BEECH,BEECH,SETT,Deformed incisor,Male,Cub,2001,BEECH,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BEECH,3,380931,201164,105,104,2001,4,CHESNUT,3,380834,201150,1,98.00510190801293,FALSE,TRUE,"different sett, same SG"
U024,2002-06-19,2002,2,TRUE,FALSE,CHESNUT,BEECH,SETT,No upper left canine.,Male,Cub,2001,BEECH,TRUE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CHESNUT,3,380834,201150,106,105,2002,1,BEECH,3,380931,201164,1,98.00510190801293,FALSE,TRUE,"different sett, same SG"
U025,2001-10-16,2001,4,TRUE,FALSE,JACKSMIREY,JACKSMIREY,SETT,,Male,Cub,2001,JACKSMIREY,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,JACKSMIREY,NA,380678,200030,104,103,2001,3,JACKSMIREY,NA,380678,200030,1,0,TRUE,FALSE,same sett
U025,2002-01-09,2002,1,TRUE,FALSE,JACKSMIREY,JACKSMIREY,SETT,,Male,Cub,2001,JACKSMIREY,FALSE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,JACKSMIREY,NA,380678,200030,105,104,2001,4,JACKSMIREY,NA,380678,200030,1,0,TRUE,FALSE,same sett
U026,2002-01-08,2002,1,TRUE,FALSE,HEDGE,HEDGE,SETT,HEALTH SCREENING,Male,Cub,2001,HEDGE,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,105,103,2001,3,HEDGE,999,381350,200278,2,0,TRUE,TRUE,same sett
U026,2002-05-29,2002,2,TRUE,FALSE,HEDGE,HEDGE,SETT,,Male,Cub,2001,HEDGE,FALSE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,106,105,2002,1,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U026,2002-08-06,2002,3,TRUE,FALSE,HEDGE,HEDGE,SETT,,Male,Cub,2001,HEDGE,FALSE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,107,106,2002,2,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U027,2001-10-17,2001,4,TRUE,FALSE,JACKSMIREY,JACKSMIREY,SETT,EXTRA BLOODS TAKEN FOR  HEALTH SCREENING.,Male,Cub,2001,JACKSMIREY,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,JACKSMIREY,NA,380678,200030,104,103,2001,3,JACKSMIREY,NA,380678,200030,1,0,TRUE,FALSE,same sett
U028,2001-10-17,2001,4,TRUE,FALSE,JACKSMIREY,JACKSMIREY,SETT,,Female,Cub,2001,JACKSMIREY,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,JACKSMIREY,NA,380678,200030,104,103,2001,3,JACKSMIREY,NA,380678,200030,1,0,TRUE,FALSE,same sett
U029,2001-10-16,2001,4,TRUE,FALSE,SINGLE,JACKSMIREY,SETT,,Male,Cub,2001,JACKSMIREY,TRUE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,SINGLE,999,380737,200025,104,103,2001,3,JACKSMIREY,NA,380678,200030,1,59.21148537234985,FALSE,FALSE,SG unassigned
U030,2001-10-16,2001,4,TRUE,FALSE,SINGLE,JACKSMIREY,SETT,UPPER LEFT CANINE MISSING.,Female,Cub,2001,JACKSMIREY,TRUE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,SINGLE,999,380737,200025,104,103,2001,3,JACKSMIREY,NA,380678,200030,1,59.21148537234985,FALSE,FALSE,SG unassigned
U031,2001-10-16,2001,4,TRUE,FALSE,HEDGE,HEDGE,SETT,,Male,Cub,2001,HEDGE,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,104,103,2001,3,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U031,2002-01-08,2002,1,TRUE,FALSE,HEDGE,HEDGE,SETT,,Male,Cub,2001,HEDGE,FALSE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,105,104,2001,4,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U031,2002-05-29,2002,2,TRUE,FALSE,HEDGE,HEDGE,SETT,,Male,Cub,2001,HEDGE,FALSE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,106,105,2002,1,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U031,2002-08-06,2002,3,TRUE,FALSE,HEDGE,HEDGE,SETT,,Male,Cub,2001,HEDGE,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,107,106,2002,2,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U031,2003-05-13,2003,2,TRUE,FALSE,HEDGE,HEDGE,SETT,Tail is a mass of scar tissue due to old bite wound.,Male,Cub,2001,HEDGE,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,HEDGE,999,381350,200278,110,107,2002,3,HEDGE,999,381350,200278,3,0,TRUE,TRUE,same sett
U031,2005-07-20,2005,3,TRUE,FALSE,HEDGE,HEDGE,SETT,Length not true reading as tail damaged/bitten off. Only one descended testicle.,Male,Cub,2001,HEDGE,FALSE,TRUE,TRUE,OA | RUMP | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,HEDGE,999,381350,200278,119,110,2003,2,HEDGE,999,381350,200278,9,0,TRUE,TRUE,same sett
U032,2002-01-08,2002,1,TRUE,FALSE,HEDGE,HEDGE,SETT,,Female,Cub,2001,HEDGE,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,105,103,2001,3,HEDGE,999,381350,200278,2,0,TRUE,TRUE,same sett
U032,2002-05-28,2002,2,TRUE,FALSE,HEDGE,HEDGE,SETT,,Female,Cub,2001,HEDGE,FALSE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,106,105,2002,1,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U032,2002-08-06,2002,3,TRUE,FALSE,HEDGE,HEDGE,SETT,Extra bloods for health screening.,Female,Cub,2001,HEDGE,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,107,106,2002,2,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U032,2002-10-23,2002,4,TRUE,FALSE,HEDGE,HEDGE,SETT,,Female,Cub,2001,HEDGE,FALSE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,108,107,2002,3,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
U032,2004-05-25,2004,2,TRUE,FALSE,JACKSMIREY,JACKSMIREY,SETT,Extra blood taken for health screening.,Female,Cub,2001,HEDGE,TRUE,TRUE,TRUE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,JACKSMIREY,NA,380678,200030,114,108,2002,4,HEDGE,999,381350,200278,6,716.301612451068,FALSE,FALSE,SG unassigned
