tattoo,date,pm,sample,afno,result,lesions,abscesses,Spoligo,SpolPrime,Sampler1,Sampler2
002V,31/10/2018,No,TA,59180764,NEGATIVE,,,,,PS,
002V,31/10/2018,No,URINE,59180765,NEGATIVE,,,,,PS,
002V,21/05/2019,No,FAECES,4610176219,NEGATIVE,,,,,PS,
002V,21/05/2019,No,OA,1610176219,NEGATIVE,,,,,PS,
002V,21/05/2019,No,TA,2610176219,NEGATIVE,,,,,PS,
002V,21/05/2019,No,URINE,3610176219,NEGATIVE,,,,,PS,
002V,16/07/2019,No,FAECES,4610256019,NEGATIVE,,,,,RD,
002V,16/07/2019,No,OA,1610256019,NEGATIVE,,,,,RD,
002V,16/07/2019,No,TA,2610256019,NEGATIVE,,,,,RD,
002V,16/07/2019,No,URINE,3610256019,NEGATIVE,,,,,RD,
002V,23/10/2019,No,OA,1610397319,NEGATIVE,,,,,PS,
002V,23/10/2019,No,TA,2610397319,NEGATIVE,,,,,PS,
002V,23/10/2019,No,URINE,3610397319,NEGATIVE,,,,,PS,
002W,04/05/2005,No,OA,59050109,NEGATIVE,,,,,SB,
002W,04/05/2005,No,URINE,59050110,NEGATIVE,,,,,SB,
002Y,09/01/2007,No,FAECES,59071063,NEGATIVE,,,,,JM,
002Y,09/01/2007,No,OA,59071060,NEGATIVE,,,,,JM,
002Y,09/01/2007,No,TA,59071061,NEGATIVE,,,,,JM,
002Y,09/01/2007,No,URINE,59071062,NEGATIVE,,,,,RD,
002Y,22/05/2007,No,BODY,59070230,NEGATIVE,,,,,GW,
002Y,22/05/2007,No,FAECES,59070228,NEGATIVE,,,,,GW,
002Y,22/05/2007,No,HEAD,59070229,NEGATIVE,,,,,GW,
002Y,22/05/2007,No,LIMB,59070231,NEGATIVE,,,,,GW,
002Y,22/05/2007,No,OA,59070225,NEGATIVE,,,,,GW,
002Y,22/05/2007,No,TA,59070226,NEGATIVE,,,,,GW,
002Y,22/05/2007,No,URINE,59070227,NEGATIVE,,,,,GW,
002Y,18/05/2011,No,OA,59110190,NEGATIVE,,,,,KP,
002Y,18/05/2011,No,RUMP,59110193,NEGATIVE,,,,,KP,
002Y,18/05/2011,No,TA,59110191,NEGATIVE,,,,,KP,
002Y,18/05/2011,No,URINE,59110192,NEGATIVE,,,,,KP,
002Z,26/06/2019,No,OA,1610232019,NEGATIVE,,,,,PS,
002Z,26/06/2019,No,TA,2610232019,NEGATIVE,,,,,PS,
002Z,26/06/2019,No,URINE,3610232019,NEGATIVE,,,,,PS,
003A,20/05/2014,No,FAECES,59140011,NEGATIVE,,,,,FR,
003A,20/05/2014,No,OA,59140008,NEGATIVE,,,,,FR,
003A,20/05/2014,No,TA,59140009,NEGATIVE,,,,,RD,
003A,20/05/2014,No,URINE,59140010,NEGATIVE,,,,,FR,
003A,12/08/2014,No,FAECES,59140266,NEGATIVE,,,,,JJ,
003A,12/08/2014,No,OA,59140264,NEGATIVE,,,,,JJ,
003A,12/08/2014,No,TA,59140265,NEGATIVE,,,,,JJ,
003A,23/09/2014,No,FAECES,59140563,NEGATIVE,,,,,GW,
003A,23/09/2014,No,OA,59140560,NEGATIVE,,,,,GW,
003A,23/09/2014,No,TA,59140561,NEGATIVE,,,,,GW,
003A,23/09/2014,No,URINE,59140562,NEGATIVE,,,,,GW,
003A,09/12/2014,No,FAECES,59140772,NEGATIVE,,,,,JJ,
003A,09/12/2014,No,OA,59140769,NEGATIVE,,,,,JJ,
003A,09/12/2014,No,TA,59140770,NEGATIVE,,,,,JJ,
003A,09/12/2014,No,URINE,59140771,NEGATIVE,,,,,JJ,
003A,20/05/2015,No,OA,59150004,NEGATIVE,,,,,PS,
003A,20/05/2015,No,TA,59150005,NEGATIVE,,,,,PS,
003A,20/05/2015,No,URINE,59150006,NEGATIVE,,,,,PS,
003A,24/06/2015,No,OA,59150179,NEGATIVE,,,,,FS,
003A,24/06/2015,No,TA,59150180,NEGATIVE,,,,,FS,
003A,14/07/2015,No,FAECES,59150336,NEGATIVE,,,,,RD,
003A,14/07/2015,No,OA,59150333,NEGATIVE,,,,,RD,
003A,14/07/2015,No,TA,59150334,NEGATIVE,,,,,RD,
003A,14/07/2015,No,URINE,59150335,NEGATIVE,,,,,RD,
003A,08/09/2015,No,FAECES,59150465,NEGATIVE,,,,,PS,
003A,08/09/2015,No,OA,59150462,NEGATIVE,,,,,PS,
003A,08/09/2015,No,TA,59150463,NEGATIVE,,,,,PS,
003A,08/09/2015,No,URINE,59150464,NEGATIVE,,,,,PS,
003A,13/10/2015,No,FAECES,59150578,NEGATIVE,,,,,FS,
003A,13/10/2015,No,OA,59150575,NEGATIVE,,,,,FS,
003A,13/10/2015,No,TA,59150576,NEGATIVE,,,,,FS,
003A,13/10/2015,No,URINE,59150577,NEGATIVE,,,,,SB,
003A,13/07/2016,No,OA,59160200,NEGATIVE,,,,,TG,
003A,13/07/2016,No,TA,59160201,NEGATIVE,,,,,TG,
003A,26/06/2018,No,FAECES,59180149,NEGATIVE,,,,,FS,
003A,26/06/2018,No,OA,59180146,NEGATIVE,,,,,FS,
003A,26/06/2018,No,TA,59180147,NEGATIVE,,,,,FS,
003A,26/06/2018,No,URINE,59180148,NEGATIVE,,,,,FS,
003A,21/05/2019,No,OA,1610176319,NEGATIVE,,,,,RD,
003A,21/05/2019,No,TA,2610176319,NEGATIVE,,,,,RD,
003A,21/05/2019,No,URINE,3610176319,NEGATIVE,,,,,RD,
003B,09/05/2006,No,FAECES,59060007,NEGATIVE,,,,,CH,
003B,09/05/2006,No,TA,59060005,NEGATIVE,,,,,CH,
003B,09/05/2006,No,URINE,59060006,NEGATIVE,,,,,CH,
003B,18/07/2006,No,FAECES,59060357,NEGATIVE,,,,,SC,
003B,18/07/2006,No,TA,59060355,NEGATIVE,,,,,SC,
003B,18/07/2006,No,URINE,59060356,NEGATIVE,,,,,SC,
003B,24/10/2006,No,FAECES,59060741,NEGATIVE,,,,,CH,
003B,24/10/2006,No,TA,59060740,NEGATIVE,,,,,CH,
003B,09/05/2007,No,OA,59070004,NEGATIVE,,,,,GW,
003B,09/05/2007,No,R SUBM,59070007,M.BOVIS,,,17,,GW,
003B,09/05/2007,No,TA,59070005,NEGATIVE,,,,,GW,
003B,09/05/2007,No,URINE,59070006,NEGATIVE,,,,,GW,
003B,31/07/2007,No,FAECES,59070415,NEGATIVE,,,,,SB,
003B,31/07/2007,No,R SUBM,59070416,M.BOVIS,,,17,,SB,
003B,31/07/2007,No,TA,59070413,NEGATIVE,,,,,SB,
003B,31/07/2007,No,URINE,59070414,M.BOVIS,,,17,,SB,
003C,03/05/2016,No,OA,59160026,NEGATIVE,,,,,RD,
003C,03/05/2016,No,TA,59160027,NEGATIVE,,,,,RD,
003C,03/05/2016,No,URINE,59160028,NEGATIVE,,,,,RD,
003C,12/07/2016,No,FAECES,59160212,NEGATIVE,,,,,SC,
003C,12/07/2016,No,OA,59160209,NEGATIVE,,,,,SC,
003C,12/07/2016,No,TA,59160210,NEGATIVE,,,,,SC,
003C,12/07/2016,No,URINE,59160211,NEGATIVE,,,,,SC,
003C,01/09/2016,Yes,POOLED,,NEGATIVE,,,,,,
003E,22/05/2013,No,OA,59130009,NEGATIVE,,,,,SC,
003E,22/05/2013,No,TA,59130010,NEGATIVE,,,,,SC,
003E,16/07/2013,No,FAECES,59130278,NEGATIVE,,,,,JJ,
003E,16/07/2013,No,NECK,59130279,M.BOVIS,,,17,,JJ,
003E,16/07/2013,No,OA,59130275,NEGATIVE,,,,,JJ,
003E,16/07/2013,No,TA,59130276,NEGATIVE,,,,,JJ,
003E,16/07/2013,No,URINE,59130277,NEGATIVE,,,,,JJ,
003E,24/09/2013,No,FAECES,59130644,NEGATIVE,,,,,RD,
003E,24/09/2013,No,OA,59130641,NEGATIVE,,,,,RD,
003E,24/09/2013,No,R SUBM,59130645,M.BOVIS,,,17,,RD,
003E,24/09/2013,No,TA,59130642,NEGATIVE,,,,,RD,
003E,24/09/2013,No,URINE,59130643,NEGATIVE,,,,,RD,
003E,20/05/2014,No,FAECES,59140029,NEGATIVE,,,,,JJ,
003E,20/05/2014,No,OA,59140026,NEGATIVE,,,,,JJ,
003E,20/05/2014,No,TA,59140027,NEGATIVE,,,,,JJ,
003E,20/05/2014,No,URINE,59140028,NEGATIVE,,,,,JJ,
003E,23/09/2014,No,FAECES,59140587,NEGATIVE,,,,,FS,
003E,23/09/2014,No,OA,59140585,NEGATIVE,,,,,FS,
003E,23/09/2014,No,TA,59140586,NEGATIVE,,,,,FS,
003F,11/05/2010,No,FAECES,59100020,NEGATIVE,,,,,CH,
003F,11/05/2010,No,OA,59100018,NEGATIVE,,,,,CH,
003F,11/05/2010,No,TA,59100019,NEGATIVE,,,,,CH,
003G,13/05/2003,No,FAECES,59030272,NEGATIVE,,,,,DH,
003G,13/05/2003,No,OA,59030270,NEGATIVE,,,,,DH,
003G,13/05/2003,No,URINE,59030271,NEGATIVE,,,,,DH,
003G,05/08/2003,No,OA,59030752,NEGATIVE,,,,,GW,
003G,05/08/2003,No,URINE,59030753,NEGATIVE,,,,,GW,
003G,28/10/2003,No,FAECES,59031408,NEGATIVE,,,,,ADL,
003G,28/10/2003,No,OA,59031406,NEGATIVE,,,,,ADL,
003G,28/10/2003,No,URINE,59031407,NEGATIVE,,,,,ADL,
003G,13/01/2004,No,FAECES,59040003,NEGATIVE,,,,,DH,
003G,13/01/2004,No,OA,59040001,NEGATIVE,,,,,DH,
003G,13/01/2004,No,URINE,59040002,NEGATIVE,,,,,DH,
003G,26/05/2004,No,OA,59040188,NEGATIVE,,,,,SB,
003G,26/05/2004,No,URINE,59040189,NEGATIVE,,,,,SB,
003H,22/01/2020,No,OA,1610030320,NEGATIVE,,,,,PS,
003H,22/01/2020,No,TA,2610030320,NEGATIVE,,,,,PS,
003H,22/01/2020,No,URINE,3610030320,NEGATIVE,,,,,PS,
003K,29/05/2012,No,OA,59120036,NEGATIVE,,,,,RD,
003K,29/05/2012,No,TA,59120037,NEGATIVE,,,,,RD,
003K,29/05/2012,No,URINE,59120038,NEGATIVE,,,,,RD,
003L,25/01/2011,No,HEAD,,,,,,,FR,
003L,25/01/2011,No,OA,,,,,,,FR,
003L,25/01/2011,No,TA,,,,,,,FR,
003L,25/01/2011,No,URINE,,,,,,,FR,
003M,30/01/2018,No,OA,59180523,NEGATIVE,,,,,RS,
003M,30/01/2018,No,TA,59180524,NEGATIVE,,,,,RS,
003M,21/08/2018,No,FAECES,59180409,NEGATIVE,,,,,TG,
003M,21/08/2018,No,OA,59180407,NEGATIVE,,,,,TG,
003M,21/08/2018,No,TA,59180408,NEGATIVE,,,,,TG,
003N,19/05/2009,No,OA,59090141,NEGATIVE,,,,,GW,
003N,19/05/2009,No,TA,59090142,NEGATIVE,,,,,GW,
003N,19/05/2009,No,URINE,59090143,NEGATIVE,,,,,GW,
003N,27/10/2009,No,OA,59090729,NEGATIVE,,,,,AT,
003N,27/10/2009,No,TA,59090730,NEGATIVE,,,,,AT,
003N,27/10/2009,No,URINE,59090731,NEGATIVE,,,,,AT,
003N,24/05/2010,No,FAECES,59100166,NEGATIVE,,,,,GW,
003N,24/05/2010,No,OA,59100163,NEGATIVE,,,,,GW,
003N,24/05/2010,No,TA,59100164,NEGATIVE,,,,,GW,
003N,24/05/2010,No,URINE,59100165,NEGATIVE,,,,,GW,
003N,21/09/2010,No,HEAD,59100642,M.BOVIS,,,17,,SC,
003N,21/09/2010,No,OA,59100640,NEGATIVE,,,RETEST,,SC,
003N,21/09/2010,No,OTHER,59100643,M.BOVIS,,,17,,SC,
003N,21/09/2010,No,TA,59100641,NEGATIVE,,,RETEST,,SC,
003N,16/11/2010,No,FAECES,59100893,NEGATIVE,,,,,AT,
003N,16/11/2010,No,HEAD,59100894,M.BOVIS,,,17,,AT,
003N,16/11/2010,No,NECK,59100895,M.BOVIS,,,17,,AT,
003N,16/11/2010,No,OA,59100890,NEGATIVE,,,,,AT,
003N,16/11/2010,No,TA,59100891,NEGATIVE,,,,,AT,
003N,16/11/2010,No,URINE,59100892,NEGATIVE,,,,,AT,
003N,11/01/2011,No,FAECES,59111039,NEGATIVE,,,,,CH,
003N,11/01/2011,No,HEAD,59111040,M.BOVIS,,,,,CH,
003N,11/01/2011,No,NECK,59111041,M.BOVIS,,,,,CH,
003N,11/01/2011,No,OA,59111036,NEGATIVE,,,,,CH,
003N,11/01/2011,No,TA,59111037,NEGATIVE,,,,,CH,
003N,11/01/2011,No,URINE,59111038,NEGATIVE,,,,,CH,
003N,17/05/2011,No,HEAD,59110132,M.BOVIS,,,17,,SC,
003N,17/05/2011,No,NECK,59110133,M.BOVIS,,,17,,SC,
003N,17/05/2011,No,OA,59110129,NEGATIVE,,,,,SC,
003N,17/05/2011,No,TA,59110130,NEGATIVE,,,,,SC,
003N,17/05/2011,No,URINE,59110131,NEGATIVE,,,,,SC,
003N,12/07/2011,No,FAECES,59110510,NEGATIVE,,,,,KP,
003N,12/07/2011,No,NECK,59110511,M.BOVIS,,,17,,KP,
003N,12/07/2011,No,OA,59110507,NEGATIVE,,,,,KP,
003N,12/07/2011,No,TA,59110508,NEGATIVE,,,,,KP,
003N,12/07/2011,No,URINE,59110509,NEGATIVE,,,,,KP,
003N,20/09/2011,No,FAECES,59110805,NEGATIVE,,,,,AT,
003N,20/09/2011,No,HEAD,59110806,M.BOVIS,,,17,,AT,
003N,20/09/2011,No,OA,59110802,NEGATIVE,,,,,AT,
003N,20/09/2011,No,TA,59110803,NEGATIVE,,,,,AT,
003N,20/09/2011,No,URINE,59110804,NEGATIVE,,,,,AT,
003N,13/06/2012,No,FAECES,59120245,NEGATIVE,,,,,AT,
003N,13/06/2012,No,HEAD,59120203,NEGATIVE,,,,,AT,
003N,13/06/2012,No,OA,59120201,NEGATIVE,,,,,AT,
003N,13/06/2012,No,TA,59120202,NEGATIVE,,,,,AT,
003N,12/07/2012,Yes,KIDNEYS,,,NVL,,,,,
003N,12/07/2012,Yes,LIVER,,,NVL,,,,,
003N,12/07/2012,Yes,LUNG,,,NVL,,,,,
003N,12/07/2012,Yes,LYMPH NODE,,,NVL,,,,,
003N,12/07/2012,Yes,SPLEEN,,,NVL,,,,,
003P,06/05/2008,No,FAECES,59080155,NEGATIVE,,,,,CH,
003P,06/05/2008,No,OA,59080152,NEGATIVE,,,,,CH,
003P,06/05/2008,No,TA,59080153,NEGATIVE,,,,,CH,
003P,06/05/2008,No,URINE,59080154,NEGATIVE,,,,,CH,
003P,23/07/2008,No,OA,59080573,NEGATIVE,,,,,AT,
003P,23/07/2008,No,TA,59080574,NEGATIVE,,,,,AT,
003P,23/07/2008,No,URINE,59080575,NEGATIVE,,,,,AT,
003P,21/10/2008,No,FAECES,59081038,NEGATIVE,,,,,RD,
003P,21/10/2008,No,OA,59081035,NEGATIVE,,,,,RD,
003P,21/10/2008,No,TA,59081036,NEGATIVE,,,,,RD,
003P,21/10/2008,No,URINE,59081037,NEGATIVE,,,,,RD,
003P,09/12/2008,No,FAECES,59081313,NEGATIVE,,,,,SC,
003P,09/12/2008,No,OA,59081310,NEGATIVE,,,,,SC,
003P,09/12/2008,No,TA,59081311,NEGATIVE,,,,,SC,
003P,09/12/2008,No,URINE,59081312,NEGATIVE,,,,,SC,
003R,20/01/2004,No,FAECES,59040063,NEGATIVE,,,,,CH,
003R,20/01/2004,No,OA,59040061,NEGATIVE,,,,,CH,
003R,20/01/2004,No,URINE,59040062,NEGATIVE,,,,,CH,
003T,25/01/2017,No,OA,59170699,NEGATIVE,,,,,RD,
003T,25/01/2017,No,TA,59170700,NEGATIVE,,,,,RD,
003T,25/01/2017,No,URINE,59170701,NEGATIVE,,,,,RD,
003V,27/01/2015,No,OA,59150890,NEGATIVE,,,,,GW,
003V,27/01/2015,No,TA,59150891,NEGATIVE,,,,,GW,
003V,27/01/2015,No,URINE,59150892,NEGATIVE,,,,,GW,
003V,23/06/2015,No,FAECES,59150296,NEGATIVE,,,,,FS,
003V,23/06/2015,No,OA,59150294,NEGATIVE,,,,,FS,
003V,23/06/2015,No,TA,59150295,NEGATIVE,,,,,FS,
003V,08/09/2015,No,FAECES,59150548,NEGATIVE,,,,,JJ,
003V,08/09/2015,No,OA,59150546,NEGATIVE,,,,,JJ,
003V,08/09/2015,No,TA,59150547,NEGATIVE,,,,,JJ,
003V,25/11/2015,No,OA,59150674,NEGATIVE,,,,,SC,
003V,25/11/2015,No,TA,59150675,NEGATIVE,,,,,SC,
003V,25/11/2015,No,URINE,59150676,NEGATIVE,,,,,SC,
003V,26/01/2016,No,OA,59160777,NEGATIVE,,,,,SC,
003V,26/01/2016,No,TA,59160778,NEGATIVE,,,,,SC,
003V,26/01/2016,No,URINE,59160779,NEGATIVE,,,,,SC,
003V,09/08/2016,No,FAECES,59160399,NEGATIVE,,,,,RD,
003V,09/08/2016,No,OA,59160396,NEGATIVE,,,,,RD,
003V,09/08/2016,No,TA,59160397,NEGATIVE,,,,,RD,
003V,09/08/2016,No,URINE,59160398,NEGATIVE,,,,,RD,
003W,04/05/2005,No,OA,59050111,NEGATIVE,,,,,CH,
003W,04/05/2005,No,URINE,59050112,NEGATIVE,,,,,CH,
003Y,30/01/2007,No,FAECES,59071160,NEGATIVE,,,,,GW,
003Y,30/01/2007,No,OA,59071157,NEGATIVE,,,,,GW,
003Y,30/01/2007,No,OTHER,59071161,NEGATIVE,,,,,GW,
003Y,30/01/2007,No,TA,59071158,NEGATIVE,,,,,GW,
003Y,30/01/2007,No,URINE,59071159,NEGATIVE,,,,,GW,
003Z,26/06/2019,No,OA,1610232119,NEGATIVE,,,,,RD,
003Z,26/06/2019,No,TA,2610232119,NEGATIVE,,,FAIL,,RD,
003Z,26/06/2019,No,URINE,3610232119,NEGATIVE,,,,,RD,
003Z,13/08/2019,No,FAECES,4610285519,NEGATIVE,,,,,PS,
003Z,13/08/2019,No,OA,1610285519,NEGATIVE,,,,,PS,
003Z,13/08/2019,No,TA,2610285519,NEGATIVE,,,,,PS,
003Z,13/08/2019,No,URINE,3610285519,NEGATIVE,,,,,PS,
004A,21/05/2014,No,OA,59140012,NEGATIVE,,,,,RD,
004A,21/05/2014,No,TA,59140013,NEGATIVE,,,,,RD,
004A,21/05/2014,No,URINE,59140014,NEGATIVE,,,,,RD,
004A,12/08/2014,No,FAECES,59140270,NEGATIVE,,,,,RD,
004A,12/08/2014,No,OA,59140267,NEGATIVE,,,,,RD,
004A,12/08/2014,No,TA,59140268,NEGATIVE,,,,,RD,
004A,12/08/2014,No,URINE,59140269,NEGATIVE,,,,,RD,
004A,14/07/2015,No,FAECES,59150340,NEGATIVE,,,,,RD,
004A,14/07/2015,No,OA,59150337,NEGATIVE,,,,,RD,
004A,14/07/2015,No,TA,59150338,NEGATIVE,,,,,RD,
004A,14/07/2015,No,URINE,59150339,NEGATIVE,,,,,RD,
004A,03/05/2016,No,OA,59160006,NEGATIVE,,,,,RD,
004A,03/05/2016,No,TA,59160007,NEGATIVE,,,,,RD,
004A,03/05/2016,No,URINE,59160008,NEGATIVE,,,,,RD,
004B,09/05/2006,No,TA,59060008,NEGATIVE,,,,,GW,
004B,09/05/2006,No,URINE,59060009,NEGATIVE,,,,,GW,
004B,18/07/2006,No,FAECES,59060360,NEGATIVE,,,,,CH,
004B,18/07/2006,No,TA,59060358,NEGATIVE,,,,,CH,
004B,18/07/2006,No,URINE,59060359,NEGATIVE,,,,,CH,
004B,24/10/2006,No,FAECES,59060744,NEGATIVE,,,,,CH,
004B,24/10/2006,No,TA,59060742,NEGATIVE,,,,,CH,
004B,24/10/2006,No,URINE,59060743,NEGATIVE,,,,,CH,
004B,12/12/2006,No,FAECES,59060985,NEGATIVE,,,,,CH,
004B,12/12/2006,No,OA,59060982,NEGATIVE,,,,,CH,
004B,12/12/2006,No,TA,59060983,NEGATIVE,,,,,CH,
004B,12/12/2006,No,URINE,59060984,NEGATIVE,,,,,CH,
004C,28/06/2016,No,FAECES,59160154,NEGATIVE,,,,,RD,
004C,28/06/2016,No,OA,59160152,NEGATIVE,,,,,RD,
004C,28/06/2016,No,TA,59160153,NEGATIVE,,,,,RD,
004C,09/08/2016,No,FAECES,59160347,NEGATIVE,,,,,TG,
004C,09/08/2016,No,OA,59160345,NEGATIVE,,,,,TG,
004C,09/08/2016,No,TA,59160346,NEGATIVE,,,,,TG,
004C,18/10/2016,No,OA,59160516,NEGATIVE,,,,,PS,
004C,18/10/2016,No,TA,59160517,NEGATIVE,,,,,PS,
004C,18/10/2016,No,URINE,59160518,NEGATIVE,,,,,PS,
004C,24/01/2017,No,OA,59170644,NEGATIVE,,,,,PS,
004C,24/01/2017,No,OTHER,59170647,NEGATIVE,,,,,PS,
004C,24/01/2017,No,TA,59170645,NEGATIVE,,,,,PS,
004C,24/01/2017,No,URINE,59170646,NEGATIVE,,,,,PS,
004C,06/09/2017,No,OA,59170320,NEGATIVE,,,,,FS,
004C,06/09/2017,No,TA,59170321,NEGATIVE,,,,,FS,
004C,06/09/2017,No,URINE,59170322,NEGATIVE,,,,,FS,
004C,21/08/2018,No,FAECES,59180398,NEGATIVE,,,,,PS,
004C,21/08/2018,No,OA,59180395,NEGATIVE,,,,,PS,
004C,21/08/2018,No,TA,59180396,NEGATIVE,,,,,PS,
004C,21/08/2018,No,URINE,59180397,NEGATIVE,,,,,PS,
004E,04/06/2013,No,OA,59130050,NEGATIVE,,,,,RD,
004E,04/06/2013,No,TA,59130051,NEGATIVE,,,,,RD,
004E,04/06/2013,No,URINE,59130052,NEGATIVE,,,,,RD,
004E,30/07/2013,No,FAECES,59130350,NEGATIVE,,,,,PS,
004E,30/07/2013,No,OA,59130348,NEGATIVE,,,,,PS,
004E,30/07/2013,No,TA,59130349,NEGATIVE,,,,,PS,
004E,09/10/2013,No,OA,59130666,NEGATIVE,,,,,SC,
004E,09/10/2013,No,TA,59130667,NEGATIVE,,,,,SC,
004E,09/10/2013,No,URINE,59130668,NEGATIVE,,,,,SC,
004E,14/01/2014,No,OA,59140819,NEGATIVE,,,,,JM,
004E,14/01/2014,No,TA,59140820,NEGATIVE,,,,,JM,
004E,14/01/2014,No,URINE,59140821,NEGATIVE,,,,,PS,
004E,03/06/2014,No,FAECES,59140098,NEGATIVE,,,,,FR,
004E,03/06/2014,No,OA,59140095,NEGATIVE,,,,,FR,
004E,03/06/2014,No,TA,59140096,NEGATIVE,,,,,FR,
004E,03/06/2014,No,URINE,59140097,NEGATIVE,,,,,FR,
004E,03/08/2014,Yes,KIDNEYS,,,NVL,,,,,
004E,03/08/2014,Yes,LIVER,,,NVL,,,,,
004E,03/08/2014,Yes,LUNG,,,NVL,,,,,
004E,03/08/2014,Yes,LYMPH NODE,,,NVL,,,,,
004E,03/08/2014,Yes,POOLED,,NEGATIVE,,,,,,
004E,03/08/2014,Yes,SPLEEN,,,NVL,,,,,
004F,11/05/2010,No,FAECES,59100024,NEGATIVE,,,,,RD,
004F,11/05/2010,No,OA,59100021,NEGATIVE,,,,,RD,
004F,11/05/2010,No,TA,59100022,NEGATIVE,,,,,RD,
004F,11/05/2010,No,URINE,59100023,NEGATIVE,,,,,RD,
004F,07/09/2010,No,FAECES,59100536,NEGATIVE,,,,,FR,
004F,07/09/2010,No,OA,59100533,NEGATIVE,,,,,FR,
004F,07/09/2010,No,TA,59100534,NEGATIVE,,,,,FR,
004F,07/09/2010,No,URINE,59100535,NEGATIVE,,,,,FR,
004F,06/10/2010,Yes,KIDNEYS,,,NVL,,,,,
004F,06/10/2010,Yes,LIVER,,,NVL,,,,,
004F,06/10/2010,Yes,LUNG,,,NVL,,,,,
004F,06/10/2010,Yes,LYMPH NODE,59100841,M.BOVIS,VL,,17,,,
004F,06/10/2010,Yes,SPLEEN,,,NVL,,,,,
004G,13/05/2003,No,FAECES,59030275,NEGATIVE,,,,,RD,
004G,13/05/2003,No,OA,59030273,NEGATIVE,,,,,RD,
004G,13/05/2003,No,URINE,59030274,NEGATIVE,,,,,RD,
004K,29/05/2012,No,FAECES,59120042,NEGATIVE,,,,,SC,
004K,29/05/2012,No,NECK,59120043,NEGATIVE,,,,,SC,
004K,29/05/2012,No,OA,59120039,NEGATIVE,,,,,SC,
004K,29/05/2012,No,TA,59120040,NEGATIVE,,,,,SC,
004K,29/05/2012,No,URINE,59120041,NEGATIVE,,,,,SC,
004K,18/07/2012,No,OA,59120441,NEGATIVE,,,,,AT,
004K,18/07/2012,No,RUMP,59120443,NEGATIVE,,,,,AT,
004K,18/07/2012,No,TA,59120442,NEGATIVE,,,,,AT,
004L,26/01/2011,No,OA,59111090,NEGATIVE,,,,,IV,
004L,26/01/2011,No,TA,59111091,NEGATIVE,,,,,IV,
004L,26/01/2011,No,URINE,59111092,NEGATIVE,,,,,IV,
004L,24/05/2011,No,FAECES,59110271,NEGATIVE,,,,,CH,
004L,24/05/2011,No,OA,59110268,NEGATIVE,,,,,CH,
004L,24/05/2011,No,TA,59110269,NEGATIVE,,,,,CH,
004L,24/05/2011,No,URINE,59110270,NEGATIVE,,,,,CH,
004M,22/05/2018,No,FAECES,59180026,NEGATIVE,,,,,RS,
004M,22/05/2018,No,OA,59180023,NEGATIVE,,,,,RS,
004M,22/05/2018,No,TA,59180024,NEGATIVE,,,,,RS,
004M,22/05/2018,No,URINE,59180025,NEGATIVE,,,,,RS,
004M,20/08/2019,No,HEAD,4610290919,NEGATIVE,,,,,PS,
004M,20/08/2019,No,OA,1610290919,NEGATIVE,,,,,PS,
004M,20/08/2019,No,TA,2610290919,NEGATIVE,,,,,PS,
004M,20/08/2019,No,URINE,3610290919,NEGATIVE,,,,,PS,
004N,02/06/2009,No,FAECES,59090276,NEGATIVE,,,,,CH,
004N,02/06/2009,No,OA,59090273,NEGATIVE,,,,,CH,
004N,02/06/2009,No,TA,59090274,NEGATIVE,,,,,CH,
004N,02/06/2009,No,URINE,59090275,NEGATIVE,,,,,CH,
004P,06/05/2008,No,OA,59080156,NEGATIVE,,,,,GW,
004P,06/05/2008,No,TA,59080157,NEGATIVE,,,,,GW,
004P,03/06/2009,No,FAECES,59090441,NEGATIVE,,,,,RD,
004P,03/06/2009,No,OA,59090438,NEGATIVE,,,,,RD,
004P,03/06/2009,No,OTHER,59090442,NEGATIVE,,,,,RD,
004P,03/06/2009,No,TA,59090439,NEGATIVE,,,,,RD,
004P,03/06/2009,No,URINE,59090440,NEGATIVE,,,,,RD,
004R,03/02/2004,No,FAECES,59040098,NEGATIVE,,,,,SB,
004R,03/02/2004,No,OA,59040096,NEGATIVE,,,,,SB,
004R,03/02/2004,No,URINE,59040097,NEGATIVE,,,,,DH,
004R,22/06/2005,No,FAECES,59050475,NEGATIVE,,,,,RD,
004R,22/06/2005,No,OA,59050473,NEGATIVE,,,,,RD,
004R,22/06/2005,No,URINE,59050474,NEGATIVE,,,,,RD,
004T,25/01/2017,No,OA,59170702,NEGATIVE,,,,,IV,
004T,25/01/2017,No,TA,59170703,NEGATIVE,,,,,IV,
004T,25/01/2017,No,URINE,59170704,NEGATIVE,,,,,IV,
004V,27/01/2015,No,HEAD,59150895,NEGATIVE,,,,,GW,
004V,27/01/2015,No,NECK,59150896,NEGATIVE,,,,,GW,
004V,27/01/2015,No,OA,59150893,NEGATIVE,,,,,GW,
004V,27/01/2015,No,TA,59150894,NEGATIVE,,,,,GW,
004W,24/05/2005,No,FAECES,59050220,NEGATIVE,,,,,CH,
004W,24/05/2005,No,OA,59050218,NEGATIVE,,,,,CH,
004W,24/05/2005,No,URINE,59050219,NEGATIVE,,,,,CH,
004W,13/09/2005,No,FAECES,59050936,NEGATIVE,,,,,RD,
004W,13/09/2005,No,OA,59050935,NEGATIVE,,,,,RD,
004W,13/12/2005,No,FAECES,59051168,NEGATIVE,,,,,SC,
004W,13/12/2005,No,OA,59051167,NEGATIVE,,,,,SC,
